District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,_orig_id,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Noakhali,Kharif 1,Jambura,0.0,18.998779333925388,16.162759628744407,10.4926504027763,7.014608687901344,27.07289449701264,24.855938607244592,30.04815193276,80.44279722855302,89.6446063021852,69.37230828490962,179.7259458824359,10049.007793412828,orange,815,0,47,12,11,9.215328688950883
Pabna,Kharif 1,Jambura,0.0,18.505260345346947,17.98509155898501,10.781145305244054,7.003731321373998,27.700458937278068,25.661053862256995,30.471011142568955,79.82798144080009,90.10612932557054,69.41573463749795,126.18575049199544,20517.381674352087,orange,816,0,48,12,11,9.929076430402322
Patuakhali,Kharif 1,Jambura,11849.707367350517,21.12299295451241,16.299749321249326,9.304658861807123,7.014780837763701,27.5337661798555,24.651855463162367,30.284668378567886,80.10786180780318,88.90842557413066,69.0154980249192,202.460570560708,6323.713388742915,orange,818,0,50,12,11,8.752219998536269
Pirojpur,Kharif 1,Jambura,0.0,14.72340108541328,15.238139009746764,8.530720800585792,7.02421704059308,27.476223046610706,24.853443904155736,29.5079242352532,80.80390165821467,89.71011771982661,70.51287773612289,173.25142518320015,22001.09550202869,orange,819,0,51,12,11,9.998892977896665
Rangpur,Kharif 1,Jambura,1288.302970282875,19.750245922467972,16.322725988098817,12.381540489753398,7.04357066533877,27.782551854804275,25.02877170373875,30.25965214097769,80.31898460315377,90.29476393042768,69.77376274585443,179.83408861145534,10617.160601302312,orange,823,0,55,12,11,9.270321078410875
Shariatpur,Kharif 1,Jambura,1505.0010669010428,19.11865394444362,14.372028175029287,11.618424003007195,7.010253881260153,27.76309889228179,25.33522035512356,29.85070086810349,80.67448641110046,89.66151014325791,70.6397298612676,162.01646502879336,7967.546351485837,orange,825,0,57,12,11,8.983257365122306
Sherpur,Kharif 1,Jambura,2999.2390190194105,19.41815801680074,18.31180247721474,9.39564253573801,7.033806453010214,27.837005904167658,24.90727212865936,29.74450262976105,79.79782303800711,89.59641034408088,69.81792356427155,183.38765472025625,17316.693769002773,orange,826,0,58,12,11,9.759484019035996
Sylhet,Kharif 1,Jambura,4519.912248247262,17.943305393116006,16.44970443529776,8.876870820762747,7.008953484706087,27.64604619672286,24.87906271344124,29.865224847592447,79.92749557519548,90.20521050599704,70.1468440801615,330.82633145892135,8688.843623205552,orange,829,0,61,12,11,9.069910223069396
Tangail,Kharif 1,Jambura,0.0,20.62599713441419,15.03980657209559,8.896456077148741,7.038319859193397,27.60921837991978,25.150963962898324,29.618319335593903,79.20185779837665,90.10970451931776,69.86190764487179,149.47366026706587,2491.6030123805617,orange,830,0,62,12,11,7.821082829921018
Bagerhat,Kharif 1,Jute,4843.801921337525,75.82661069125498,49.11084601941462,39.23356381025683,6.721329704775545,29.94078545357804,20.48864050366465,40.02764024531445,74.91534701853192,79.88401493445086,70.15501967104582,141.4090892423711,37172.4159112795,jute,832,0,0,13,4,10.52334915875346
Bandarban,Kharif 1,Jute,0.0,80.55157334357612,47.45760953763661,40.153275536343095,6.732263178570206,30.134750689801844,19.970086268546243,40.00879033253278,74.89098993554718,80.84479711959045,69.99596736152594,240.2022043311297,6811.67601253197,jute,833,0,1,13,4,8.826540275339678
Barishal,Kharif 1,Jute,46426.47927905545,74.5410803737314,48.72449539003016,40.90154390853029,6.7519166157842605,29.684235729988167,20.11417001493844,39.75092282317285,74.52809048260958,79.91523357854727,69.3679089791179,172.5357704101742,76527.44320109408,jute,835,0,3,13,4,11.245417757261949
Bhola,Kharif 1,Jute,10743.424403351231,77.84771317569383,48.41688160222176,39.39734977841133,6.709354783734168,30.11889634023923,19.86521985250756,40.48885394281603,74.97826020306631,79.10059913132226,70.07554292861933,183.02617034968108,8641.373986120472,jute,836,0,4,13,4,9.064432590968678
Brahmanbaria,Kharif 1,Jute,12487.25240345258,78.56397795897897,46.388563283588894,39.92477118246639,6.701488965283172,29.99934902771193,20.09302121711021,39.7499779386695,75.60320675600362,80.65014650882166,69.17590904012229,187.99051269209963,30333.454273973868,jute,838,0,6,13,4,10.320039450235143
Chandpur,Kharif 1,Jute,19169.31058062948,75.73866557215761,47.56941652098399,39.858342094975335,6.742498716075961,29.82162957088274,19.88736482644841,40.3444282194997,75.07698637614494,79.11445883413566,69.18364723585066,161.49064050783875,49023.76250611581,jute,839,0,7,13,4,10.800080806710453
Chapai Nawabganj,Kharif 1,Jute,6365.519834175669,80.4119728430104,47.16808960793356,42.05611086889865,6.746042978654336,30.087475310039743,19.916772068416385,39.91519713876624,73.92945813915952,80.60421664275509,70.09358775749678,123.34345442583896,5449.882574434554,jute,840,0,8,13,4,8.603532814809602
Cumilla,Kharif 1,Jute,5270.349290133342,73.63491283374785,42.91466869235607,40.25340721620028,6.740303074244823,29.82064268044195,20.264989894575987,40.22070557053844,73.5719034645334,80.10140376847357,69.96547953472323,189.94777205888107,6966.112417661773,jute,844,0,12,13,4,8.848956130634368
Dhaka,Kharif 1,Jute,0.0,77.42025987606475,48.63714884764212,39.04274036211677,6.7152778788794265,29.95370748414252,19.77941637232398,39.66488758990505,75.51380185214603,80.41310787460827,70.82761217547154,168.4226935887043,40169.65545731128,jute,845,0,13,13,4,10.600892044305375
Dinajpur,Kharif 1,Jute,23480.17725528489,76.83202701106104,48.131355227228894,40.99071152752621,6.717054291816715,30.26512167049079,19.885082977535152,39.83967079531544,74.5872807268268,81.07985617524542,68.99213601282896,163.5460418021605,69133.4155914821,jute,846,0,14,13,4,11.143807940637096
Feni,Kharif 1,Jute,0.0,76.9187518500803,46.13646825080559,41.07088732050507,6.724950361451855,29.971684378583717,19.720300128781247,39.841486374071096,75.65265481795329,79.44674795543993,69.36149045948609,244.0076271175532,10988.275835106377,jute,848,0,16,13,4,9.30467515215168
Gazipur,Kharif 1,Jute,17896.923670885844,75.12225994456034,46.58657431726378,39.32968018955813,6.7204096374085065,29.857529184745424,19.920153311961663,40.0771196494004,74.92752087351262,81.03758990897353,68.56899456055133,164.72532240274373,24635.96310765476,jute,850,0,18,13,4,10.112003159550465
Habiganj,Kharif 1,Jute,7768.619278292505,76.0532520471968,46.19019734424362,39.56691687400377,6.711074166616566,29.69550422045908,19.440247291968934,40.44512980172421,74.73309874244708,81.12954302074726,70.31307024652487,335.5988972147375,221.55155355129816,jute,852,0,20,13,4,5.405158776121831
Joypurhat,Kharif 1,Jute,0.0,76.53852028760804,51.06379596378528,39.112319056018926,6.727656074560026,30.26438367252204,20.20078855310576,40.16350734287514,74.608094059374,79.51447321882068,70.83597915178103,143.4688040998777,33022.949203150856,jute,857,0,25,13,4,10.404988310660269
Khulna,Kharif 1,Jute,2192.506043472843,80.81104046906681,47.74450343032012,40.657884510662434,6.709668115466168,30.018247091117345,20.352561440666143,40.1975106389077,74.49083556771275,79.85239812396378,69.45919926279072,143.43924079248026,6386.4922259094,jute,859,0,27,13,4,8.762097017432456
Lalmonirhat,Kharif 1,Jute,3546.314360796141,76.25288062203839,48.23604860370031,39.37043315303826,6.7335191009477455,30.066474092645983,19.61846891827128,39.742655887382206,74.28848964892434,80.16647683651152,70.80415677979924,180.34345309506315,44839.475973281966,jute,864,0,32,13,4,10.71086649205576
Manikganj,Kharif 1,Jute,12478.777370096344,77.9711625763415,46.77938178736721,38.77487652179032,6.721293463781287,29.80894938825983,20.33803909793014,39.92881664802988,73.67972396937341,79.60054368298523,70.60233422291131,161.6111723058771,32479.11656898502,jute,867,0,35,13,4,10.388383383215757
Munshiganj,Kharif 1,Jute,16516.897161815028,77.40683977130548,45.49249775558977,42.31875803847774,6.7364581187692005,29.84137716473568,19.943540532532747,39.728670121430135,75.63495774658766,79.39494798287694,70.06052796503492,178.69543665460282,27808.06932483487,jute,870,0,38,13,4,10.233117481182047
Mymensingh,Kharif 1,Jute,7517.670263430583,77.7908106187055,48.61021545477539,40.73829069964992,6.744194365802349,30.545468110121323,20.0494437098947,39.785995400721234,74.96356070723805,80.28656108532839,70.8881330682752,176.08701464045348,40870.08711822347,jute,871,0,39,13,4,10.618178175622806
Naogaon,Kharif 1,Jute,22072.120876130342,80.91526066469964,48.32584041201227,41.26660816912264,6.727522334099598,30.18390856370892,19.6903866736993,39.58003447052287,75.01514531536084,79.9613073179205,69.24285356818451,124.31033173844808,77556.15144550106,jute,872,0,40,13,4,11.2587703815741
Narayanganj,Kharif 1,Jute,7657.846974648397,75.76030623109946,46.527244807660985,38.44644261699477,6.717638899878661,30.214908443126955,19.960876573569877,39.943161509913125,76.00631479701678,79.38787763741524,70.46232400457868,173.57935747147818,4773.842335347129,jute,874,0,42,13,4,8.471116233594229
Narsingdi,Kharif 1,Jute,7857.686870250166,76.7516332421228,46.78221354947225,39.67816202532265,6.741514025563427,29.94185178251573,19.854584228866727,40.16044257598634,74.93054956910056,79.4932722650778,70.56728965811013,168.42745443844387,37066.7119386105,jute,875,0,43,13,4,10.52050157151556
Netrokona,Kharif 1,Jute,18423.85863924653,77.44520711276186,45.8192898937529,38.88050855362263,6.76016230380619,29.9350973622841,20.25542468427305,40.32194239166282,75.62944700240165,80.30187218401925,70.49976635238977,179.46176373980688,69613.54857579559,jute,877,0,45,13,4,11.150728855739953
Patuakhali,Kharif 1,Jute,0.0,79.21770686054892,46.11067381779407,39.93171148326128,6.717790491820866,30.29656743788765,20.268182930918627,40.63390423578444,73.77389952435061,80.0888957295232,70.98625063103574,207.296814870061,1560.5682096863327,jute,882,0,50,13,4,7.353445857924928
Pirojpur,Kharif 1,Jute,0.0,75.81512889801303,48.23014483977729,40.11857191524753,6.731224382411567,30.229132524307555,20.1187894589616,39.43570588460092,76.42312630749036,79.36452680594161,69.36580922471649,175.77570664930263,2444.8203830561424,jute,883,0,51,13,4,7.802135880621983
Sherpur,Kharif 1,Jute,3534.241271064988,78.52855285917174,49.98494021373288,40.24929342150927,6.71254613152926,30.015950958903304,19.90105664199233,39.89209861105218,75.50773430368116,80.95644889837138,69.60610194648008,176.61080421773957,16525.225375811722,jute,890,0,58,13,4,9.71270381481861
Sylhet,Kharif 1,Jute,1235.002164961399,79.53035279170403,45.43642247547345,40.29721826395292,6.714531665080765,29.770175911684035,20.214671107400807,40.20884261430916,75.64135801872196,80.34008700236501,70.0728648807247,334.38507470564974,4450.239586044444,jute,893,0,61,13,4,8.400937895031698
Bandarban,Rabi,Lemon,3401.881564588912,13.139,15.417180265769014,10.463795814749528,7.027662285231414,17.15993215634704,9.97059818823658,24.87477278701449,78.68603568863364,95.55479107447532,58.90580649305851,231.37800697749708,976.7762032779714,orange,897,2,1,14,11,6.885280812844889
Barguna,Rabi,Lemon,4386.2575536895965,20.72738140751452,18.42077177059656,9.065910459054642,7.021708909910815,17.52908596915361,10.271925085749713,25.11819049826221,77.74163203466365,95.32600735830842,60.58284912198872,206.97422200490576,4663.323455943696,orange,898,2,2,14,11,8.447698077243047
Barishal,Rabi,Lemon,254.14928660186115,21.10766085611093,14.89357177980586,9.55283563606067,7.016597343935166,17.784844096406367,10.26365110515621,25.27748614222176,76.92213733784484,94.82311263224464,58.62985592227994,166.73566982395343,14021.923126970283,orange,899,2,3,14,11,9.54844863578695
Brahmanbaria,Rabi,Lemon,0.0,22.98506913080961,16.940145576707067,11.03160411199818,6.984934910353283,17.167133193901435,9.812151040959868,24.987626814492067,77.596372406695,95.21433805829164,60.77806423123295,190.5199020322218,18553.502416299456,orange,902,2,6,14,11,9.828467756444176
Chapai Nawabganj,Rabi,Lemon,0.0,19.36681019937248,15.424858697850896,8.348232123879274,7.036617542130389,17.422121290630383,9.79857131953148,24.91607577691212,77.05522433290288,94.68601072427616,60.343131009455405,119.33481041234872,11935.373760876097,orange,904,2,8,14,11,9.3873456356996
Chattogram,Rabi,Lemon,55667.281783953855,17.91931473767483,15.843698064958286,10.277043958036067,6.994707117426232,17.63304823854335,9.981065390589706,24.40543307094514,78.56263442359766,93.5922972460811,60.75671787346488,239.941970096138,23376.73295558494,orange,905,2,9,14,11,10.05953926520851
Chuadanga,Rabi,Lemon,958.5636111221356,15.07715107288164,15.090271924165464,9.107824022586083,7.01249298566791,17.310119589472944,9.992772774971671,24.747346001667577,77.92369589262755,94.85902391591384,60.46376286586474,128.88900566244135,10079.00796817124,orange,906,2,10,14,11,9.218309332118226
Dhaka,Rabi,Lemon,0.0,15.05256249999258,17.847749863682758,10.158036726856116,7.0253248947196365,17.293876928642195,9.418244590035195,24.78057520639513,76.57752894009418,94.5011324384141,60.4416516390278,170.6768312296119,8481.415850441517,orange,909,2,13,14,11,9.045750576236825
Dinajpur,Rabi,Lemon,8063.789886077563,19.219120775578737,17.13611927588848,9.507538914897998,7.010833630351116,17.55801286639285,9.657156099668027,25.37161889987732,77.72593894376203,95.59783464638652,58.09201899707285,152.73995741467263,22350.5697625826,orange,910,2,14,14,11,10.014651833037629
Faridpur,Rabi,Lemon,14386.56666893083,19.15614889602213,17.59464470127282,10.513726668868792,7.008751838922831,17.044003691013586,9.71949970337757,24.445460022859432,77.36947148646034,94.19665388123404,60.08957356804505,160.53875150058883,21777.41767434234,orange,911,2,15,14,11,9.988674743450279
Feni,Rabi,Lemon,0.0,18.869975737636924,16.251298675559152,11.314475925342132,7.0300576132515324,17.762919857903064,9.71923194285939,24.92690094601841,77.72959511234629,94.3584023766781,62.293047157569376,248.7769402596848,3831.848738538575,orange,912,2,16,14,11,8.251363601658637
Gazipur,Rabi,Lemon,0.0,15.87189055006866,19.296760752458454,12.33608981009427,7.02745307648045,17.702314633118604,10.45116370687013,25.14711999264329,77.11533148936886,94.4464386586362,59.596198813487085,171.1646030308653,2559.9041531527564,orange,914,2,18,14,11,7.848115659943825
Habiganj,Rabi,Lemon,0.0,20.365189152819735,13.763298797308924,9.63601278635229,7.032013984678529,17.175853250305757,9.835069198020332,24.4095881684191,77.86196392812896,95.58478745437868,59.682112966001306,332.2770646748079,1114.6858892932155,orange,916,2,20,14,11,7.017224642116821
Jashore,Rabi,Lemon,6305.986760767529,18.139075464421413,15.264239345216383,9.637461022313513,7.0346647071067405,17.69804174832218,10.16951004023086,25.599496310697035,77.84533427859837,95.04724066399696,59.3411445440412,137.43577175531368,3999.943532583819,orange,918,2,22,14,11,8.294285495431927
Joypurhat,Rabi,Lemon,0.0,17.510952102766105,15.028111607844528,9.527077278169182,7.013669337245454,17.308035372919488,10.305027638478572,24.717882044609023,77.53788508804567,95.4955958628284,60.52000946063803,143.3640810746904,2932.1369263510824,orange,921,2,25,14,11,7.983827752630706
Khagrachari,Rabi,Lemon,17262.208863771404,16.297274708950344,18.88206611930381,10.36810564315746,7.020724255548289,17.54580852577976,9.947849240501714,24.58152652972911,78.17243729236766,94.91108090196498,61.67571609434002,201.60249401129207,24550.93199777869,orange,922,2,26,14,11,10.108545826573462
Kurigram,Rabi,Lemon,0.0,18.403208423129165,15.30509419418464,8.445296822491038,7.0151324340080885,17.57560657237712,10.072560992911267,24.649799896612823,76.93244392948316,94.75417602331628,60.91148752740235,180.5202104885188,11221.586606855211,orange,925,2,29,14,11,9.325683687877833
Kushtia,Rabi,Lemon,2816.230615605832,19.37959558817936,16.876065775469705,8.125309503841986,7.039553514391798,17.416112105141934,10.065014593433764,24.91047551860292,77.46918041526827,95.61981553268885,60.57756915143508,133.08013828761594,16104.962863911032,orange,926,2,30,14,11,9.686944846622733
Lakshmipur,Rabi,Lemon,6687.688593610656,18.47058898697152,14.13934467151118,11.763521756812198,7.0199590341257325,17.0895030422719,9.86008601505084,24.92355872822308,77.1585542321166,94.35247476213635,60.37562902349313,186.2762794947285,1666.151764402682,orange,927,2,31,14,11,7.418871919040388
Madaripur,Rabi,Lemon,3742.73298231893,23.096934482056728,14.195056574834831,9.533777940564022,7.02788541601594,17.92651535761635,10.095297739030094,25.338892303830185,76.62729320627568,93.92861261964194,59.46306638866634,159.28837826310067,16703.337335594755,orange,929,2,33,14,11,9.723423685377563
Meherpur,Rabi,Lemon,3328.340750752327,17.064012180417166,14.376359828396817,9.786626268228307,7.018162514511397,17.46440590906542,10.383162294079796,24.73305218644757,78.04038912629218,94.64717839736112,60.01442365744184,129.6279115345064,8147.400425336543,orange,932,2,36,14,11,9.005576920142182
Munshiganj,Rabi,Lemon,0.0,19.584688792054056,19.92097438867211,11.641276081917589,7.033656865433477,17.15356280166191,10.15162216133455,25.347836864428427,77.68712823423637,94.41460326352276,59.88986121521052,171.94958079771334,4913.087792983902,orange,934,2,38,14,11,8.499861418811621
Mymensingh,Rabi,Lemon,2535.809734609249,22.840974263251717,18.204501383906656,10.26452580662079,7.019830715188004,17.16518699026271,9.252757503178197,24.723498874173742,77.37455588097517,94.4843182759371,59.95724622514693,175.03280118339973,19590.613350462278,orange,935,2,39,14,11,9.882856863364902
Naogaon,Rabi,Lemon,9564.768871368184,23.101272712598316,15.33712017532951,10.711896554318177,7.0313456520811615,17.33537330452074,9.852716696693156,25.505385237833234,76.89024982388605,95.50144329009125,60.22257912395012,116.90602497454977,21440.561894460112,orange,936,2,40,14,11,9.97308646208638
Narsingdi,Rabi,Lemon,657.7376170882442,19.37642201761032,15.170714784570484,11.639093210459224,7.031382066470405,17.515799843956128,9.423595788809765,25.677183561226013,77.91952077395133,94.98898870501156,59.91042581706389,171.37533948575086,11373.635299396054,orange,939,2,43,14,11,9.339141181713611
Nilphamari,Rabi,Lemon,1754.358953132041,20.105579696690317,14.863306565537536,9.739458125711398,7.003541154406038,17.047201891370154,10.295784686072968,25.05613719132756,78.13445570690665,95.78467710405027,59.10875385449529,185.2160247170076,4269.777788969919,orange,942,2,46,14,11,8.3595512416186
Noakhali,Rabi,Lemon,0.0,22.07193585952516,14.525211356538094,8.198467934402657,7.024047614956407,17.29782672272596,10.276098369385354,25.28641417747137,77.4205252480669,96.35594786168002,61.629186552536616,191.6643985577368,4969.203694857,orange,943,2,47,14,11,8.5112161031315
Rajshahi,Rabi,Lemon,4843.2585740264585,24.64724262504193,16.34224231041921,7.65767919556996,7.008218545226503,17.216708532534927,10.03589490253063,25.08145733571132,76.26968408191593,95.8101900191451,59.43019895732191,120.1807987023219,1042.2532155190415,orange,949,2,53,14,11,6.950099201680228
Rangamati,Rabi,Lemon,6320.602245773737,21.96882601080713,16.176391790512067,8.622651368365982,7.013775459006706,17.218365647788904,10.373985172270771,24.719097484757324,78.36371896497583,93.57278720320453,59.23890578788951,207.7052981998449,2575.6809686990955,orange,950,2,54,14,11,7.854257403492687
Sunamganj,Rabi,Lemon,0.0,21.52229495544571,18.57321830211227,12.02903773899786,7.019576229358071,17.487503690455377,9.823065160237844,25.16473805106597,77.3917219577105,95.03205179237018,60.62433920243775,329.5699311177986,16294.37044698938,orange,956,2,60,14,11,9.69863632479597
Bandarban,Kharif 2,Lentil,132.37720195264535,18.72972160719063,69.29562728310935,19.495893069204875,6.932282211727601,14.975175348511872,10.072163893944577,20.065700711178568,90.01741769885221,95.53696545817743,84.76287163402229,238.31491373397597,16563.449125412066,lentil,961,1,1,15,6,9.715014058848219
Barishal,Kharif 2,Lentil,14031.230933470197,17.110194489079575,68.94439415138915,19.55873787117119,6.931603390030333,14.785110818448189,10.38061248641503,20.16287812900694,91.19624875226356,94.56041945952678,84.64637838603537,176.57913987129032,7493.642418885805,lentil,963,1,3,15,6,8.92194370011049
Bhola,Kharif 2,Lentil,0.0,20.68068968880499,70.92169840563348,18.90731916208366,6.900327893822045,14.830852907310936,10.04835016198442,20.12536135499219,89.64102455720278,95.46453262974428,84.2758841882411,175.50165194863274,10469.50147617309,lentil,964,1,4,15,6,9.256317199200208
Chapai Nawabganj,Kharif 2,Lentil,0.0,20.338291053665184,70.82068265838265,17.363467507446217,6.9188160831284,14.839546274880432,10.099636060500266,19.71024002182149,90.68754653767093,95.11149680833718,86.10418412425419,117.39711231570884,9472.306977428929,lentil,968,1,8,15,6,9.15623333086394
Chuadanga,Kharif 2,Lentil,0.0,18.21403087205294,67.12222246462254,18.990034236928988,6.903728118069334,14.850388621223042,9.90982911297018,20.158347553819453,89.99312981400358,94.58633539454225,85.02132326540266,131.56645468165885,4970.658742604079,lentil,970,1,10,15,6,8.511508814435167
CoxsBazar,Kharif 2,Lentil,2179.024591245082,16.11545866619235,68.67495631664256,19.116101692603184,6.9056499443352966,14.66048388572017,10.116187783503772,19.93671198894669,89.32149552654327,95.27668089593335,85.73053679347208,299.5230055534832,10362.33015555566,lentil,971,1,11,15,6,9.246028907748007
Cumilla,Kharif 2,Lentil,136.07066999818494,19.24314351301631,71.39098696944836,19.79238645472325,6.926732219411125,14.967363133183992,10.438101393766336,19.410175719474104,87.9844139769863,94.68764403759876,82.53802657829083,179.96909851870464,17429.566701702777,lentil,972,1,12,15,6,9.765980650992
Dhaka,Kharif 2,Lentil,4985.522152465821,16.49711066604344,71.59537636908347,17.672817631036395,6.922019529403853,14.71957573622662,9.016988803477114,19.711240758193405,89.38789067248055,96.71096844248066,84.95922284510675,165.89158831066257,8636.339941871476,lentil,973,1,13,15,6,9.063849937296009
Dinajpur,Kharif 2,Lentil,5152.63643452808,17.337052676518585,66.88959486378036,20.731091565380822,6.944444004687932,15.032894454434476,10.53706407240725,20.12183563014934,89.83030240124778,93.9768731845541,83.72769942469462,154.7511035665625,3649.956824534884,lentil,974,1,14,15,6,8.202744555931066
Faridpur,Kharif 2,Lentil,39214.91590652753,18.453096918767898,70.14099052477222,20.55281560326951,6.946250701587577,14.994365345196687,9.710221413786108,19.91902081693293,88.60560291777094,94.90618218344127,85.77953830417017,150.74497265791734,30942.233827788863,lentil,975,1,15,15,6,10.339909637986201
Gopalganj,Kharif 2,Lentil,6909.8514362799,18.36814740193448,69.2917088757509,18.99098668693119,6.912323924484952,14.975414109267852,9.602504726985154,20.03485649171674,89.88986655366969,95.8909238617999,85.36385857303668,154.57773290158497,4706.799936733505,lentil,979,1,19,15,6,8.456975973155572
Habiganj,Kharif 2,Lentil,0.0,17.952715635260418,70.36211755328476,19.4884230204195,6.949303478419226,14.837078330970913,10.322629714958756,19.000934212011096,90.5415182946623,95.48213358840336,84.29082630980415,330.95233861923816,5447.515266097643,lentil,980,1,20,15,6,8.603098422303011
Jamalpur,Kharif 2,Lentil,0.0,18.750825983822597,65.70955760922286,20.268362048915247,6.947265013978758,15.089435088849044,9.93066986028944,19.9834220675539,89.77908717788196,95.53486476355256,84.80797814912296,179.33832297392345,1718.5249417592595,lentil,981,1,21,15,6,7.449803335006585
Jashore,Kharif 2,Lentil,19467.89005505279,17.543832705118643,68.90605933224425,19.3052327468145,6.910969053434902,15.098744545368682,9.953226296135192,19.844994372242244,89.88107721937601,94.5170907530634,84.99655065262338,141.67771536113895,15398.596243209186,lentil,982,1,22,15,6,9.642096570084593
Jhallokati,Kharif 2,Lentil,14784.5473170981,21.07664662149439,66.58788799069991,19.874433284976337,6.936454900727511,14.9362900543328,9.63802505664642,20.00919556336682,91.0315760274223,94.7088214735522,85.02087447590985,178.80189907614482,9695.308394371894,lentil,983,1,23,15,6,9.17950051415352
Jhenaidah,Kharif 2,Lentil,32519.75081500073,18.189412652349557,67.65752773180516,18.85092048797226,6.922460194448136,15.307136906212367,10.350467023438547,20.320521946887453,90.8061775898732,95.35300362743354,86.33911027785378,144.0968890102903,109.3545799962103,lentil,984,1,24,15,6,4.703698636111611
Joypurhat,Kharif 2,Lentil,805.1126105897358,19.069507482360287,68.36147174595472,19.778922995695893,6.9555082942351945,14.933016501415576,9.957608059975142,19.67804648638212,89.99196219083468,94.20433633814878,86.15500646544075,144.4753322082851,938.5150348032035,lentil,985,1,25,15,6,6.845363821709192
Khagrachari,Kharif 2,Lentil,0.0,20.78011502489024,66.832875026463,19.088912732292933,6.9165534731786895,15.332734547488602,10.206305111361685,20.02109324816368,91.48495177786027,95.48120316253724,84.3935994771964,200.1558243278048,3058.867862722348,lentil,986,1,26,15,6,8.026127011897172
Kushtia,Kharif 2,Lentil,36421.14271159672,18.490383250911737,69.13558678925068,20.105779168510857,6.959628265154714,15.060052495823214,9.54641834602035,19.63858978054291,90.22091377315752,96.31164737283945,84.46033426624355,127.61555180922709,6259.960381239371,lentil,990,1,30,15,6,8.74208886786063
Lakshmipur,Kharif 2,Lentil,0.0,15.060548806980863,69.67138354397827,20.09155360389813,6.95332154276059,14.546901282242562,10.103848396447848,19.98962839552592,89.12450504630513,95.29679305568564,86.36215660892327,193.2176148811908,1864.035723724029,lentil,991,1,31,15,6,7.531035486706276
Lalmonirhat,Kharif 2,Lentil,3845.379055228618,17.166403235177622,67.19419315358157,18.137707465616216,6.90741560030443,15.484973092749303,9.809737648590309,19.81376840269924,90.3579221133286,95.37627150239148,83.63439486135047,174.35011575443505,455.8649624357578,lentil,992,1,32,15,6,6.124387860217845
Madaripur,Kharif 2,Lentil,13427.756114268415,18.61620558503366,70.37194564739676,18.495016092287784,6.9367179942228265,15.07087346106439,9.776438745180068,19.421267465980005,91.5526507374774,94.49927204297656,85.46634726464515,161.8207247161928,29133.83731303194,lentil,993,1,33,15,6,10.279689895660159
Magura,Kharif 2,Lentil,36232.22675062108,23.30318579744574,69.23488571761729,18.29084744947068,6.92984347042963,15.227370048179443,10.147395522103848,19.760403315915998,90.69756307724748,95.1831646415585,85.37250430783702,133.0153254380393,23254.942084752533,lentil,994,1,34,15,6,10.054315951899893
Manikganj,Kharif 2,Lentil,259.49440739924194,19.6060356039207,70.5319533954177,19.8351709852284,6.941505833705113,14.691921604490584,10.049089530066034,19.609567850969448,90.4875763776756,94.6029053175462,84.39859196680517,166.7289539660647,721.9348143877023,lentil,995,1,35,15,6,6.583319058187757
Meherpur,Kharif 2,Lentil,9972.33178778734,19.12536185556918,65.67681572256096,20.25810471243396,6.93293607794647,15.038370961193172,9.676888380706236,20.22466891741312,90.35272371621238,93.88632937260668,85.5219243123602,130.46653771066076,8869.364164292863,lentil,996,1,36,15,6,9.090471130187227
Moulvibazar,Kharif 2,Lentil,1640.4894933003684,22.57872462602724,68.83162519194346,18.51249788678228,6.918793221624107,14.959877729860462,10.322862996694068,19.55442067985664,89.26735493164412,94.8585424119336,85.5182371041703,338.9231082793376,15710.206262168547,lentil,997,1,37,15,6,9.662129511380835
Munshiganj,Kharif 2,Lentil,0.0,20.0943312788689,69.28614524457474,21.10513084547349,6.915691774137244,14.76349786132072,10.145303083014234,20.4264046421106,89.26837505982684,95.84071507623776,84.9696782183248,171.61358585935972,16168.125036247207,lentil,998,1,38,15,6,9.690858840794657
Mymensingh,Kharif 2,Lentil,0.0,20.412088114530025,65.75599368732279,21.088089550983625,6.924457251706098,15.28741641027198,9.42090602287546,20.64834805965184,90.11976146351554,94.95364112590362,84.87830409953459,182.21796528254131,4497.738141653304,lentil,999,1,39,15,6,8.411552223469412
Naogaon,Kharif 2,Lentil,0.0,17.853326423788943,72.01820697901601,19.58775614927508,6.928337639685605,15.032709476787408,9.912847239723922,19.777675536368413,89.68560624385574,94.78733377868367,84.80132825245902,116.56631683869252,21605.149053708108,lentil,1000,1,40,15,6,9.980733231571458
Narsingdi,Kharif 2,Lentil,1094.9341314825026,22.87513407063758,69.76425598035789,18.728346741258136,6.953527315614323,14.808875182836667,9.044626755251777,20.32541989547948,90.33090210576692,95.4398882673796,84.59126150905605,172.15211348876346,39085.53112587043,lentil,1003,1,43,15,6,10.57353321414505
Natore,Kharif 2,Lentil,25606.870529063774,22.17862832501999,68.51331811490405,17.7963691958576,6.937381767544975,15.03606773909279,10.018257266713215,19.852174865879512,90.42607262540388,93.85042822856542,85.1307061617214,128.72613688127268,27224.91463303436,lentil,1004,1,44,15,6,10.211924542573282
