District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22
Bandarban,Kharif 1,Beans,566,21.49,70.57,17.05,5.67,16.0,10.0,22,67.5,75,60,243.94444444444449,1.768551237,June,July to Nov,Nov to April,1001,kidneybeans
Barguna,Kharif 1,Beans,231,19.73,63.19,18.89,5.71,16.0,10.0,22,67.5,75,60,207.8076923076923,1.45021645,June,July to Nov,Nov to April,335,kidneybeans
Barishal,Kharif 1,Beans,576,23.36,68.51,22.01,5.74,16.0,10.0,22,67.5,75,60,175.42564102564103,2.057291667,June,July to Nov,Nov to April,1185,kidneybeans
Bhola,Kharif 1,Beans,660,19.5,75.95,19.35,5.87,16.0,10.0,22,67.5,75,60,185.23090277777777,3.53030303,June,July to Nov,Nov to April,2330,kidneybeans
Bogura,Kharif 1,Beans,1276,19.24,63.81,18.64,5.63,16.0,10.0,22,67.5,75,60,142.85416666666666,3.340909091,June,July to Nov,Nov to April,4263,kidneybeans
Brahmanbaria,Kharif 1,Beans,932,22.19,57.29,19.81,5.7,16.0,10.0,22,67.5,75,60,185.7563131313132,2.579399142,June,July to Nov,Nov to April,2404,kidneybeans
Chandpur,Kharif 1,Beans,724,21.74,66.38,22.54,5.75,16.0,10.0,22,67.5,75,60,168.796875,3.128453039,June,July to Nov,Nov to April,2265,kidneybeans
Chapai Nawabganj,Kharif 1,Beans,231,21.53,72.0,17.85,5.78,16.0,10.0,22,67.5,75,60,124.92,2.186147186,June,July to Nov,Nov to April,505,kidneybeans
Chattogram,Kharif 1,Beans,3745,21.53,75.48,18.79,5.77,16.0,10.0,22,67.5,75,60,243.94444444444449,3.615220294,June,July to Nov,Nov to April,13539,kidneybeans
Chuadanga,Kharif 1,Beans,776,20.73,62.56,21.85,5.83,16.0,10.0,22,67.5,75,60,129.44444444444446,1.981958763,June,July to Nov,Nov to April,1538,kidneybeans
CoxsBazar,Kharif 1,Beans,605,19.63,69.55,22.28,5.9,16.0,10.0,22,67.5,75,60,303.40277777777777,2.631404959,June,July to Nov,Nov to April,1592,kidneybeans
Cumilla,Kharif 1,Beans,1823,20.84,65.65,19.93,5.82,16.0,10.0,22,67.5,75,60,185.7563131313132,3.019199122,June,July to Nov,Nov to April,5504,kidneybeans
Dhaka,Kharif 1,Beans,1416,19.91,67.11,18.56,5.83,16.0,10.0,22,67.5,75,60,169.94262295081967,3.037429379,June,July to Nov,Nov to April,4301,kidneybeans
Dinajpur,Kharif 1,Beans,635,21.96,78.26,22.57,5.48,16.0,10.0,22,67.5,75,60,154.21843434343435,1.88503937,June,July to Nov,Nov to April,1197,kidneybeans
Faridpur,Kharif 1,Beans,496,20.57,61.45,21.97,5.76,16.0,10.0,22,67.5,75,60,155.864898989899,1.816532258,June,July to Nov,Nov to April,901,kidneybeans
Feni,Kharif 1,Beans,319,19.72,68.57,20.87,5.83,16.0,10.0,22,67.5,75,60,248.1727642276423,1.639498433,June,July to Nov,Nov to April,523,kidneybeans
Gaibandha,Kharif 1,Beans,373,20.35,69.44,19.07,5.88,16.0,10.0,22,67.5,75,60,179.6013888888889,2.131367292,June,July to Nov,Nov to April,795,kidneybeans
Gazipur,Kharif 1,Beans,1129,21.26,71.94,19.99,5.63,16.0,10.0,22,67.5,75,60,169.94262295081967,1.568644818,June,July to Nov,Nov to April,1771,kidneybeans
Gopalganj,Kharif 1,Beans,331,20.05,67.94,19.86,5.64,16.0,10.0,22,67.5,75,60,155.864898989899,2.607250755,June,July to Nov,Nov to April,863,kidneybeans
Habiganj,Kharif 1,Beans,1426,19.73,68.79,20.45,5.65,16.0,10.0,22,67.5,75,60,333.72557471264366,3.512622721,June,July to Nov,Nov to April,5009,kidneybeans
Jamalpur,Kharif 1,Beans,1239,21.05,65.95,21.8,5.84,16.0,10.0,22,67.5,75,60,181.08838383838383,2.015334948,June,July to Nov,Nov to April,2497,kidneybeans
Jashore,Kharif 1,Beans,2779,21.05,68.63,21.11,5.93,16.0,10.0,22,67.5,75,60,134.2247474747475,3.338611011,June,July to Nov,Nov to April,9278,kidneybeans
Jhallokati,Kharif 1,Beans,709,20.12,66.15,18.75,5.68,16.0,10.0,22,67.5,75,60,175.42564102564103,1.696755994,June,July to Nov,Nov to April,1203,kidneybeans
Jhenaidah,Kharif 1,Beans,1576,20.16,70.06,21.71,5.91,16.0,10.0,22,67.5,75,60,134.2247474747475,4.381979695,June,July to Nov,Nov to April,6906,kidneybeans
Joypurhat,Kharif 1,Beans,219,21.04,66.04,20.43,5.77,16.0,10.0,22,67.5,75,60,142.85416666666666,3.03196347,June,July to Nov,Nov to April,664,kidneybeans
Khagrachari,Kharif 1,Beans,728,18.95,69.07,20.88,5.73,16.0,10.0,22,67.5,75,60,204.11111111111111,2.129120879,June,July to Nov,Nov to April,1550,kidneybeans
Khulna,Kharif 1,Beans,586,19.0,67.42,21.81,5.71,16.0,10.0,22,67.5,75,60,144.96843434343435,3.737201365,June,July to Nov,Nov to April,2190,kidneybeans
Kishoreganj,Kharif 1,Beans,1192,19.86,72.1,18.71,5.88,16.0,10.0,22,67.5,75,60,181.08838383838383,3.339765101,June,July to Nov,Nov to April,3981,kidneybeans
Kurigram,Kharif 1,Beans,370,20.48,67.33,20.01,5.81,16.0,10.0,22,67.5,75,60,179.6013888888889,1.608108108,June,July to Nov,Nov to April,595,kidneybeans
Kushtia,Kharif 1,Beans,669,21.14,60.35,19.41,6.14,16.0,10.0,22,67.5,75,60,129.44444444444446,2.92077728,June,July to Nov,Nov to April,1954,kidneybeans
Lakshmipur,Kharif 1,Beans,769,22.59,72.65,18.16,5.6,16.0,10.0,22,67.5,75,60,185.7563131313132,1.357607282,June,July to Nov,Nov to April,1044,kidneybeans
Lalmonirhat,Kharif 1,Beans,251,21.82,63.87,20.47,5.84,16.0,10.0,22,67.5,75,60,179.6013888888889,2.6812749,June,July to Nov,Nov to April,673,kidneybeans
Madaripur,Kharif 1,Beans,325,20.55,64.89,23.07,5.66,16.0,10.0,22,67.5,75,60,160.41666666666666,3.135384615,June,July to Nov,Nov to April,1019,kidneybeans
Magura,Kharif 1,Beans,186,20.73,65.13,17.84,5.6,16.0,10.0,22,67.5,75,60,134.2247474747475,3.413978495,June,July to Nov,Nov to April,635,kidneybeans
Manikganj,Kharif 1,Beans,819,19.5,73.11,20.01,5.75,16.0,10.0,22,67.5,75,60,169.94262295081967,5.078144078,June,July to Nov,Nov to April,4159,kidneybeans
Meherpur,Kharif 1,Beans,669,20.73,58.89,20.82,5.77,16.0,10.0,22,67.5,75,60,129.44444444444446,8.476831091,June,July to Nov,Nov to April,5671,kidneybeans
Moulvibazar,Kharif 1,Beans,449,20.39,80.26,20.2,6.25,16.0,10.0,22,67.5,75,60,333.72557471264366,2.902004454,June,July to Nov,Nov to April,1303,kidneybeans
Munshiganj,Kharif 1,Beans,551,21.15,71.82,19.91,5.72,16.0,10.0,22,67.5,75,60,169.94262295081967,1.843920145,June,July to Nov,Nov to April,1016,kidneybeans
Mymensingh,Kharif 1,Beans,2127,19.72,68.44,18.49,5.56,16.0,10.0,22,67.5,75,60,181.08838383838383,2.968500235,June,July to Nov,Nov to April,6314,kidneybeans
Naogaon,Kharif 1,Beans,817,21.4,67.32,20.33,5.8,16.0,10.0,22,67.5,75,60,124.92,3.335373317,June,July to Nov,Nov to April,2725,kidneybeans
Narail,Kharif 1,Beans,360,22.66,68.7,19.14,5.39,16.0,10.0,22,67.5,75,60,134.2247474747475,3.352777778,June,July to Nov,Nov to April,1207,kidneybeans
Narayanganj,Kharif 1,Beans,785,20.61,69.65,17.42,5.73,16.0,10.0,22,67.5,75,60,169.94262295081967,2.597452229,June,July to Nov,Nov to April,2039,kidneybeans
Narsingdi,Kharif 1,Beans,2661,21.25,70.15,21.49,5.75,16.0,10.0,22,67.5,75,60,169.94262295081967,4.383690342,June,July to Nov,Nov to April,11665,kidneybeans
Natore,Kharif 1,Beans,560,21.61,69.79,21.2,5.89,16.0,10.0,22,67.5,75,60,124.92,2.371428571,June,July to Nov,Nov to April,1328,kidneybeans
Netrokona,Kharif 1,Beans,595,20.25,67.9,20.11,5.92,16.0,10.0,22,67.5,75,60,181.08838383838383,2.645378151,June,July to Nov,Nov to April,1574,kidneybeans
Nilphamari,Kharif 1,Beans,400,21.03,66.74,20.33,5.66,16.0,10.0,22,67.5,75,60,179.6013888888889,2.9675,June,July to Nov,Nov to April,1187,kidneybeans
Noakhali,Kharif 1,Beans,1139,20.77,66.93,21.34,5.72,16.0,10.0,22,67.5,75,60,185.7563131313132,1.762949956,June,July to Nov,Nov to April,2008,kidneybeans
Pabna,Kharif 1,Beans,718,20.87,66.75,20.32,5.62,16.0,10.0,22,67.5,75,60,124.92,2.777158774,June,July to Nov,Nov to April,1994,kidneybeans
Panchagar,Kharif 1,Beans,463,19.79,72.13,21.14,5.56,16.0,10.0,22,67.5,75,60,154.21843434343435,2.98488121,June,July to Nov,Nov to April,1382,kidneybeans
Patuakhali,Kharif 1,Beans,187,20.78,69.95,19.69,5.8,16.0,10.0,22,67.5,75,60,207.8076923076923,0.9090909091,June,July to Nov,Nov to April,170,kidneybeans
Pirojpur,Kharif 1,Beans,326,21.37,55.62,21.63,5.53,16.0,10.0,22,67.5,75,60,175.42564102564103,1.77607362,June,July to Nov,Nov to April,579,kidneybeans
Rajbari,Kharif 1,Beans,468,22.56,70.2,20.44,5.68,16.0,10.0,22,67.5,75,60,155.864898989899,2.446581197,June,July to Nov,Nov to April,1145,kidneybeans
Rajshahi,Kharif 1,Beans,1097,21.94,68.33,20.28,5.58,16.0,10.0,22,67.5,75,60,124.92,3.835004558,June,July to Nov,Nov to April,4207,kidneybeans
Rangamati,Kharif 1,Beans,634,23.43,67.46,18.52,5.84,16.0,10.0,22,67.5,75,60,204.11111111111111,1.430599369,June,July to Nov,Nov to April,907,kidneybeans
Rangpur,Kharif 1,Beans,544,19.79,65.97,20.4,6.06,16.0,10.0,22,67.5,75,60,179.6013888888889,1.709558824,June,July to Nov,Nov to April,930,kidneybeans
Satkhira,Kharif 1,Beans,689,21.84,72.1,19.05,5.53,16.0,10.0,22,67.5,75,60,140.35353535353536,2.534107402,June,July to Nov,Nov to April,1746,kidneybeans
Shariatpur,Kharif 1,Beans,398,20.98,71.38,19.28,5.43,16.0,10.0,22,67.5,75,60,155.864898989899,2.180904523,June,July to Nov,Nov to April,868,kidneybeans
Sherpur,Kharif 1,Beans,533,23.48,64.41,19.07,5.73,16.0,10.0,22,67.5,75,60,181.08838383838383,3.150093809,June,July to Nov,Nov to April,1679,kidneybeans
Sirajganj,Kharif 1,Beans,490,19.74,69.19,18.77,5.75,16.0,10.0,22,67.5,75,60,142.85416666666666,2.259183673,June,July to Nov,Nov to April,1107,kidneybeans
Sunamganj,Kharif 1,Beans,1620,19.7,63.6,22.61,5.79,16.0,10.0,22,67.5,75,60,333.72557471264366,8.634567901,June,July to Nov,Nov to April,13988,kidneybeans
Sylhet,Kharif 1,Beans,2305,20.0,61.95,21.65,5.67,16.0,10.0,22,67.5,75,60,333.72557471264366,2.321475054,June,July to Nov,Nov to April,5351,kidneybeans
Tangail,Kharif 1,Beans,1887,18.11,65.0,22.36,5.72,16.0,10.0,22,67.5,75,60,153.4104938271605,1.815050344,June,July to Nov,Nov to April,3425,kidneybeans
Thakurgaon,Kharif 1,Beans,376,20.1,71.03,18.58,5.81,16.0,10.0,22,67.5,75,60,154.21843434343435,2.321808511,June,July to Nov,Nov to April,873,kidneybeans
Bagerhat,Rabi,Boro,145439,76.25,50.3,40.04,6.63,26.0,12.0,40,72.5,85,60,144.96843434343435,1.847881242,Nov,Dec to March,April,268754,rice
Bandarban,Rabi,Boro,15427,80.61,49.04,36.78,6.05,26.0,12.0,40,72.5,85,60,243.94444444444449,1.563233292,Nov,Dec to March,April,24116,rice
Barguna,Rabi,Boro,17220,81.53,49.65,38.21,6.36,26.0,12.0,40,72.5,85,60,207.8076923076923,1.317073171,Nov,Dec to March,April,22680,rice
Barishal,Rabi,Boro,130120,88.88,49.05,37.67,6.47,26.0,12.0,40,72.5,85,60,175.42564102564103,1.61278051,Nov,Dec to March,April,209855,rice
Bhola,Rabi,Boro,93653,84.45,45.75,42.84,6.25,26.0,12.0,40,72.5,85,60,185.23090277777777,1.548791817,Nov,Dec to March,April,145049,rice
Bogura,Rabi,Boro,457983,77.12,48.81,38.92,6.76,26.0,12.0,40,72.5,85,60,142.85416666666666,1.571584535,Nov,Dec to March,April,719759,rice
Brahmanbaria,Rabi,Boro,276814,75.58,49.87,42.43,6.31,26.0,12.0,40,72.5,85,60,185.7563131313132,1.86520913,Nov,Dec to March,April,516316,rice
Chandpur,Rabi,Boro,150393,82.25,49.73,41.32,6.42,26.0,12.0,40,72.5,85,60,168.796875,1.659046631,Nov,Dec to March,April,249509,rice
Chapai Nawabganj,Rabi,Boro,118339,73.56,50.97,45.38,6.54,26.0,12.0,40,72.5,85,60,124.92,1.802803809,Nov,Dec to March,April,213342,rice
Chattogram,Rabi,Boro,155621,88.67,49.6,36.33,6.32,26.0,12.0,40,72.5,85,60,243.94444444444449,1.620880215,Nov,Dec to March,April,252243,rice
Chuadanga,Rabi,Boro,82100,85.54,48.58,42.88,6.07,26.0,12.0,40,72.5,85,60,129.44444444444446,1.524445798,Nov,Dec to March,April,125157,rice
CoxsBazar,Rabi,Boro,128735,77.64,50.64,42.61,6.35,26.0,12.0,40,72.5,85,60,303.40277777777777,1.600504913,Nov,Dec to March,April,206041,rice
Cumilla,Rabi,Boro,369206,71.68,47.5,37.54,6.63,26.0,12.0,40,72.5,85,60,185.7563131313132,1.784729934,Nov,Dec to March,April,658933,rice
Dhaka,Rabi,Boro,110401,86.38,45.06,42.28,6.37,26.0,12.0,40,72.5,85,60,169.94262295081967,1.864394344,Nov,Dec to March,April,205831,rice
Dinajpur,Rabi,Boro,429961,79.34,47.11,40.67,6.27,26.0,12.0,40,72.5,85,60,154.21843434343435,1.655352462,Nov,Dec to March,April,711737,rice
Faridpur,Rabi,Boro,56903,85.82,45.45,39.33,6.61,26.0,12.0,40,72.5,85,60,155.864898989899,1.868056166,Nov,Dec to March,April,106298,rice
Feni,Rabi,Boro,66737,72.25,45.65,37.9,6.37,26.0,12.0,40,72.5,85,60,248.1727642276423,1.47762111,Nov,Dec to March,April,98612,rice
Gaibandha,Rabi,Boro,321264,77.02,47.17,38.15,6.33,26.0,12.0,40,72.5,85,60,179.6013888888889,1.630549953,Nov,Dec to March,April,523837,rice
Gazipur,Rabi,Boro,146748,79.92,45.32,44.77,6.46,26.0,12.0,40,72.5,85,60,169.94262295081967,1.755812686,Nov,Dec to March,April,257662,rice
Gopalganj,Rabi,Boro,183726,80.12,46.7,39.87,6.58,26.0,12.0,40,72.5,85,60,155.864898989899,1.994410154,Nov,Dec to March,April,366425,rice
Habiganj,Rabi,Boro,295677,77.73,42.17,41.74,6.89,26.0,12.0,40,72.5,85,60,333.72557471264366,1.479824268,Nov,Dec to March,April,437550,rice
Jamalpur,Rabi,Boro,322186,82.88,48.19,37.98,6.59,26.0,12.0,40,72.5,85,60,181.08838383838383,1.711852781,Nov,Dec to March,April,551535,rice
Jashore,Rabi,Boro,388502,74.77,47.58,38.0,6.65,26.0,12.0,40,72.5,85,60,134.2247474747475,1.809630324,Nov,Dec to March,April,703045,rice
Jhallokati,Rabi,Boro,26405,79.21,45.25,42.46,6.33,26.0,12.0,40,72.5,85,60,175.42564102564103,1.516265859,Nov,Dec to March,April,40037,rice
Jhenaidah,Rabi,Boro,197602,80.47,49.46,36.64,6.23,26.0,12.0,40,72.5,85,60,134.2247474747475,1.720068623,Nov,Dec to March,April,339889,rice
Joypurhat,Rabi,Boro,169581,82.36,50.26,38.88,6.44,26.0,12.0,40,72.5,85,60,142.85416666666666,1.645367111,Nov,Dec to March,April,279023,rice
Khagrachari,Rabi,Boro,26856,83.3,42.99,39.95,6.45,26.0,12.0,40,72.5,85,60,204.11111111111111,1.548555258,Nov,Dec to March,April,41588,rice
Khulna,Rabi,Boro,142077,74.5,45.4,40.14,6.22,26.0,12.0,40,72.5,85,60,144.96843434343435,1.712261661,Nov,Dec to March,April,243273,rice
Kishoreganj,Rabi,Boro,403798,72.54,45.38,39.44,6.4,26.0,12.0,40,72.5,85,60,181.08838383838383,1.720010996,Nov,Dec to March,April,694537,rice
Kurigram,Rabi,Boro,276736,86.01,44.9,40.82,6.51,26.0,12.0,40,72.5,85,60,179.6013888888889,1.607156279,Nov,Dec to March,April,444758,rice
Kushtia,Rabi,Boro,86620,81.48,49.95,41.53,6.5,26.0,12.0,40,72.5,85,60,129.44444444444446,1.725202032,Nov,Dec to March,April,149437,rice
Lakshmipur,Rabi,Boro,76552,76.3,47.03,41.63,6.53,26.0,12.0,40,72.5,85,60,185.7563131313132,1.571219563,Nov,Dec to March,April,120280,rice
Lalmonirhat,Rabi,Boro,114112,87.33,46.82,37.51,6.49,26.0,12.0,40,72.5,85,60,179.6013888888889,1.681689919,Nov,Dec to March,April,191901,rice
Madaripur,Rabi,Boro,80650,80.44,41.86,39.19,6.33,26.0,12.0,40,72.5,85,60,160.41666666666666,1.722083075,Nov,Dec to March,April,138886,rice
Magura,Rabi,Boro,86301,85.54,49.39,42.73,6.33,26.0,12.0,40,72.5,85,60,134.2247474747475,1.535497851,Nov,Dec to March,April,132515,rice
Manikganj,Rabi,Boro,118316,80.21,44.04,42.01,6.2,26.0,12.0,40,72.5,85,60,169.94262295081967,1.956793671,Nov,Dec to March,April,231520,rice
Meherpur,Rabi,Boro,47938,89.77,47.75,36.59,6.77,26.0,12.0,40,72.5,85,60,129.44444444444446,1.607493012,Nov,Dec to March,April,77060,rice
Moulvibazar,Rabi,Boro,138015,88.3,48.37,40.71,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.312603702,Nov,Dec to March,April,181159,rice
Munshiganj,Rabi,Boro,56700,78.7,51.46,35.14,6.39,26.0,12.0,40,72.5,85,60,169.94262295081967,1.787407407,Nov,Dec to March,April,101346,rice
Mymensingh,Rabi,Boro,645176,84.55,43.84,39.98,6.25,26.0,12.0,40,72.5,85,60,181.08838383838383,1.669687031,Nov,Dec to March,April,1077242,rice
Naogaon,Rabi,Boro,458122,82.98,38.96,44.41,7.0,26.0,12.0,40,72.5,85,60,124.92,1.787063271,Nov,Dec to March,April,818693,rice
Narail,Rabi,Boro,116842,86.45,48.1,37.6,6.22,26.0,12.0,40,72.5,85,60,134.2247474747475,1.849668783,Nov,Dec to March,April,216119,rice
Narayanganj,Rabi,Boro,49627,75.26,52.72,37.87,6.35,26.0,12.0,40,72.5,85,60,169.94262295081967,1.741431076,Nov,Dec to March,April,86422,rice
Narsingdi,Rabi,Boro,132083,83.18,51.12,41.7,6.51,26.0,12.0,40,72.5,85,60,169.94262295081967,1.603143478,Nov,Dec to March,April,211748,rice
Natore,Rabi,Boro,148250,84.96,48.18,36.18,6.55,26.0,12.0,40,72.5,85,60,124.92,1.742569983,Nov,Dec to March,April,258336,rice
Netrokona,Rabi,Boro,449438,71.46,46.18,38.36,6.61,26.0,12.0,40,72.5,85,60,181.08838383838383,1.668539376,Nov,Dec to March,April,749905,rice
Nilphamari,Rabi,Boro,204505,74.22,49.88,41.3,6.78,26.0,12.0,40,72.5,85,60,179.6013888888889,1.762934892,Nov,Dec to March,April,360529,rice
Noakhali,Rabi,Boro,166632,70.12,44.8,38.35,6.53,26.0,12.0,40,72.5,85,60,185.7563131313132,1.874573911,Nov,Dec to March,April,312364,rice
Pabna,Rabi,Boro,134501,78.6,48.94,39.31,6.23,26.0,12.0,40,72.5,85,60,124.92,1.747830871,Nov,Dec to March,April,235085,rice
Panchagar,Rabi,Boro,77506,83.33,49.02,41.65,6.38,26.0,12.0,40,72.5,85,60,154.21843434343435,1.550641241,Nov,Dec to March,April,120184,rice
Patuakhali,Rabi,Boro,2655,87.09,50.61,40.88,6.49,26.0,12.0,40,72.5,85,60,207.8076923076923,1.324670433,Nov,Dec to March,April,3517,rice
Pirojpur,Rabi,Boro,56336,80.25,55.46,40.51,6.83,26.0,12.0,40,72.5,85,60,175.42564102564103,1.710469327,Nov,Dec to March,April,96361,rice
Rajbari,Rabi,Boro,32310,87.7,48.7,39.06,6.16,26.0,12.0,40,72.5,85,60,155.864898989899,1.71999381,Nov,Dec to March,April,55573,rice
Rajshahi,Rabi,Boro,161465,73.27,46.13,40.76,6.66,26.0,12.0,40,72.5,85,60,124.92,1.643080544,Nov,Dec to March,April,265300,rice
Rangamati,Rabi,Boro,17437,71.73,47.51,39.57,6.46,26.0,12.0,40,72.5,85,60,204.11111111111111,1.615816941,Nov,Dec to March,April,28175,rice
Rangpur,Rabi,Boro,326394,79.62,42.53,40.97,6.59,26.0,12.0,40,72.5,85,60,179.6013888888889,1.797211346,Nov,Dec to March,April,586599,rice
Satkhira,Rabi,Boro,185546,81.73,45.6,38.68,6.41,26.0,12.0,40,72.5,85,60,140.35353535353536,1.593098207,Nov,Dec to March,April,295593,rice
Shariatpur,Rabi,Boro,64104,79.73,46.41,39.43,6.27,26.0,12.0,40,72.5,85,60,155.864898989899,1.880912268,Nov,Dec to March,April,120574,rice
Sherpur,Rabi,Boro,225451,69.98,46.08,37.5,6.57,26.0,12.0,40,72.5,85,60,181.08838383838383,1.672864614,Nov,Dec to March,April,377149,rice
Sirajganj,Rabi,Boro,347176,79.46,48.01,39.79,6.56,26.0,12.0,40,72.5,85,60,142.85416666666666,1.710895914,Nov,Dec to March,April,593982,rice
Sunamganj,Rabi,Boro,546442,73.64,45.23,37.93,6.62,26.0,12.0,40,72.5,85,60,333.72557471264366,1.500594757,Nov,Dec to March,April,819988,rice
Sylhet,Rabi,Boro,204408,83.1,50.78,37.2,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.225470627,Nov,Dec to March,April,250496,rice
Tangail,Rabi,Boro,420470,81.65,47.58,40.49,6.31,26.0,12.0,40,72.5,85,60,153.4104938271605,1.74931862,Nov,Dec to March,April,735536,rice
Thakurgaon,Rabi,Boro,144862,75.38,47.55,40.38,6.13,26.0,12.0,40,72.5,85,60,154.21843434343435,1.576106916,Nov,Dec to March,April,228318,rice
Bagerhat,Rabi,Cheena,0,77.43,46.64,41.74,6.59,21.0,17.0,25,62.5,85,40,144.96843434343435,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Bandarban,Rabi,Cheena,118,74.81,48.02,38.84,6.51,21.0,17.0,25,62.5,85,40,243.94444444444449,0.2118644068,Nov,Dec to Feb,Feb to April,25,rice
Barguna,Rabi,Cheena,0,79.59,49.94,40.85,6.24,21.0,17.0,25,62.5,85,40,207.8076923076923,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Barishal,Rabi,Cheena,0,84.47,45.1,41.19,6.33,21.0,17.0,25,62.5,85,40,175.42564102564103,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Bhola,Rabi,Cheena,58,75.17,45.7,40.93,6.34,21.0,17.0,25,62.5,85,40,185.23090277777777,0.8448275862,Nov,Dec to Feb,Feb to April,49,rice
Bogura,Rabi,Cheena,107,82.31,46.71,37.89,6.14,21.0,17.0,25,62.5,85,40,142.85416666666666,0.308411215,Nov,Dec to Feb,Feb to April,33,rice
Brahmanbaria,Rabi,Cheena,0,77.35,43.74,40.23,6.27,21.0,17.0,25,62.5,85,40,185.7563131313132,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Chandpur,Rabi,Cheena,49,76.09,45.24,40.74,6.21,21.0,17.0,25,62.5,85,40,168.796875,0.3265306122,Nov,Dec to Feb,Feb to April,16,rice
Chapai Nawabganj,Rabi,Cheena,57,79.38,46.22,39.89,6.35,21.0,17.0,25,62.5,85,40,124.92,0.3157894737,Nov,Dec to Feb,Feb to April,18,rice
Chattogram,Rabi,Cheena,0,74.93,50.08,34.88,6.29,21.0,17.0,25,62.5,85,40,243.94444444444449,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Chuadanga,Rabi,Cheena,0,77.24,48.33,40.25,6.12,21.0,17.0,25,62.5,85,40,129.44444444444446,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
CoxsBazar,Rabi,Cheena,0,74.15,48.13,45.16,6.82,21.0,17.0,25,62.5,85,40,303.40277777777777,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Cumilla,Rabi,Cheena,0,89.31,50.01,39.01,6.67,21.0,17.0,25,62.5,85,40,185.7563131313132,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Dhaka,Rabi,Cheena,0,80.06,47.19,38.13,6.28,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Dinajpur,Rabi,Cheena,4,76.54,48.69,40.76,6.48,21.0,17.0,25,62.5,85,40,154.21843434343435,0.25,Nov,Dec to Feb,Feb to April,1,rice
Faridpur,Rabi,Cheena,0,80.92,47.29,40.62,6.51,21.0,17.0,25,62.5,85,40,155.864898989899,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Feni,Rabi,Cheena,0,79.35,48.34,42.72,6.66,21.0,17.0,25,62.5,85,40,248.1727642276423,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Gaibandha,Rabi,Cheena,200,78.83,45.92,36.86,6.27,21.0,17.0,25,62.5,85,40,179.6013888888889,0.835,Nov,Dec to Feb,Feb to April,167,rice
Gazipur,Rabi,Cheena,0,82.83,40.62,41.62,6.64,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Gopalganj,Rabi,Cheena,0,83.52,47.2,41.28,6.32,21.0,17.0,25,62.5,85,40,155.864898989899,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Habiganj,Rabi,Cheena,0,77.35,51.64,39.53,6.17,21.0,17.0,25,62.5,85,40,333.72557471264366,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Jamalpur,Rabi,Cheena,20,77.13,50.22,40.68,6.57,21.0,17.0,25,62.5,85,40,181.08838383838383,0.5,Nov,Dec to Feb,Feb to April,10,rice
Jashore,Rabi,Cheena,0,78.57,50.34,42.33,6.68,21.0,17.0,25,62.5,85,40,134.2247474747475,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Jhallokati,Rabi,Cheena,0,68.86,51.11,41.96,6.93,21.0,17.0,25,62.5,85,40,175.42564102564103,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Jhenaidah,Rabi,Cheena,0,72.63,47.83,37.14,6.2,21.0,17.0,25,62.5,85,40,134.2247474747475,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Joypurhat,Rabi,Cheena,0,86.44,48.14,41.83,6.56,21.0,17.0,25,62.5,85,40,142.85416666666666,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Khagrachari,Rabi,Cheena,19,87.77,45.82,39.72,6.35,21.0,17.0,25,62.5,85,40,204.11111111111111,0.3684210526,Nov,Dec to Feb,Feb to April,7,rice
Khulna,Rabi,Cheena,0,78.7,46.68,40.04,6.58,21.0,17.0,25,62.5,85,40,144.96843434343435,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Kishoreganj,Rabi,Cheena,0,82.65,49.34,40.05,6.15,21.0,17.0,25,62.5,85,40,181.08838383838383,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Kurigram,Rabi,Cheena,812,81.38,51.02,39.51,6.19,21.0,17.0,25,62.5,85,40,179.6013888888889,0.4568965517,Nov,Dec to Feb,Feb to April,371,rice
Kushtia,Rabi,Cheena,0,94.65,47.18,42.72,6.28,21.0,17.0,25,62.5,85,40,129.44444444444446,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
