District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22
Rajshahi,Kharif 1,Beans,1097,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,124.92,3.835004558,June,July to Nov,Nov to April,4207,kidneybeans
Rangamati,Kharif 1,Beans,634,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,204.11111111111111,1.430599369,June,July to Nov,Nov to April,907,kidneybeans
Rangpur,Kharif 1,Beans,544,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,179.6013888888889,1.709558824,June,July to Nov,Nov to April,930,kidneybeans
Satkhira,Kharif 1,Beans,689,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,140.35353535353536,2.534107402,June,July to Nov,Nov to April,1746,kidneybeans
Shariatpur,Kharif 1,Beans,398,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,155.864898989899,2.180904523,June,July to Nov,Nov to April,868,kidneybeans
Sherpur,Kharif 1,Beans,533,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,181.08838383838383,3.150093809,June,July to Nov,Nov to April,1679,kidneybeans
Sirajganj,Kharif 1,Beans,490,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,142.85416666666666,2.259183673,June,July to Nov,Nov to April,1107,kidneybeans
Sunamganj,Kharif 1,Beans,1620,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,333.72557471264366,8.634567901,June,July to Nov,Nov to April,13988,kidneybeans
Sylhet,Kharif 1,Beans,2305,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,333.72557471264366,2.321475054,June,July to Nov,Nov to April,5351,kidneybeans
Tangail,Kharif 1,Beans,1887,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,153.4104938271605,1.815050344,June,July to Nov,Nov to April,3425,kidneybeans
Thakurgaon,Kharif 1,Beans,376,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,154.21843434343435,2.321808511,June,July to Nov,Nov to April,873,kidneybeans
Bagerhat,Rabi,Boro,145439,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,144.96843434343435,1.847881242,Nov,Dec to March,April,268754,rice
Bandarban,Rabi,Boro,15427,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,243.94444444444449,1.563233292,Nov,Dec to March,April,24116,rice
Barguna,Rabi,Boro,17220,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,207.8076923076923,1.317073171,Nov,Dec to March,April,22680,rice
Barishal,Rabi,Boro,130120,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,1.61278051,Nov,Dec to March,April,209855,rice
Bhola,Rabi,Boro,93653,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.23090277777777,1.548791817,Nov,Dec to March,April,145049,rice
Bogura,Rabi,Boro,457983,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.571584535,Nov,Dec to March,April,719759,rice
Brahmanbaria,Rabi,Boro,276814,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.86520913,Nov,Dec to March,April,516316,rice
Chandpur,Rabi,Boro,150393,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,168.796875,1.659046631,Nov,Dec to March,April,249509,rice
Chapai Nawabganj,Rabi,Boro,118339,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.802803809,Nov,Dec to March,April,213342,rice
Chattogram,Rabi,Boro,155621,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,243.94444444444449,1.620880215,Nov,Dec to March,April,252243,rice
Chuadanga,Rabi,Boro,82100,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.524445798,Nov,Dec to March,April,125157,rice
CoxsBazar,Rabi,Boro,128735,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,303.40277777777777,1.600504913,Nov,Dec to March,April,206041,rice
Cumilla,Rabi,Boro,369206,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.784729934,Nov,Dec to March,April,658933,rice
Dhaka,Rabi,Boro,110401,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.864394344,Nov,Dec to March,April,205831,rice
Dinajpur,Rabi,Boro,429961,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.655352462,Nov,Dec to March,April,711737,rice
Faridpur,Rabi,Boro,56903,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.868056166,Nov,Dec to March,April,106298,rice
Feni,Rabi,Boro,66737,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,248.1727642276423,1.47762111,Nov,Dec to March,April,98612,rice
Gaibandha,Rabi,Boro,321264,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.630549953,Nov,Dec to March,April,523837,rice
Gazipur,Rabi,Boro,146748,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.755812686,Nov,Dec to March,April,257662,rice
Gopalganj,Rabi,Boro,183726,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.994410154,Nov,Dec to March,April,366425,rice
Habiganj,Rabi,Boro,295677,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.479824268,Nov,Dec to March,April,437550,rice
Jamalpur,Rabi,Boro,322186,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.711852781,Nov,Dec to March,April,551535,rice
Jashore,Rabi,Boro,388502,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.809630324,Nov,Dec to March,April,703045,rice
Jhallokati,Rabi,Boro,26405,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,1.516265859,Nov,Dec to March,April,40037,rice
Jhenaidah,Rabi,Boro,197602,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.720068623,Nov,Dec to March,April,339889,rice
Joypurhat,Rabi,Boro,169581,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.645367111,Nov,Dec to March,April,279023,rice
Khagrachari,Rabi,Boro,26856,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,204.11111111111111,1.548555258,Nov,Dec to March,April,41588,rice
Khulna,Rabi,Boro,142077,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,144.96843434343435,1.712261661,Nov,Dec to March,April,243273,rice
Kishoreganj,Rabi,Boro,403798,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.720010996,Nov,Dec to March,April,694537,rice
Kurigram,Rabi,Boro,276736,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.607156279,Nov,Dec to March,April,444758,rice
Kushtia,Rabi,Boro,86620,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.725202032,Nov,Dec to March,April,149437,rice
Lakshmipur,Rabi,Boro,76552,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.571219563,Nov,Dec to March,April,120280,rice
Lalmonirhat,Rabi,Boro,114112,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.681689919,Nov,Dec to March,April,191901,rice
Madaripur,Rabi,Boro,80650,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,160.41666666666666,1.722083075,Nov,Dec to March,April,138886,rice
Magura,Rabi,Boro,86301,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.535497851,Nov,Dec to March,April,132515,rice
Manikganj,Rabi,Boro,118316,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.956793671,Nov,Dec to March,April,231520,rice
Meherpur,Rabi,Boro,47938,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.607493012,Nov,Dec to March,April,77060,rice
Moulvibazar,Rabi,Boro,138015,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.312603702,Nov,Dec to March,April,181159,rice
Munshiganj,Rabi,Boro,56700,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.787407407,Nov,Dec to March,April,101346,rice
Mymensingh,Rabi,Boro,645176,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.669687031,Nov,Dec to March,April,1077242,rice
Naogaon,Rabi,Boro,458122,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.787063271,Nov,Dec to March,April,818693,rice
Narail,Rabi,Boro,116842,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.849668783,Nov,Dec to March,April,216119,rice
Narayanganj,Rabi,Boro,49627,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.741431076,Nov,Dec to March,April,86422,rice
Narsingdi,Rabi,Boro,132083,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.603143478,Nov,Dec to March,April,211748,rice
Natore,Rabi,Boro,148250,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.742569983,Nov,Dec to March,April,258336,rice
Netrokona,Rabi,Boro,449438,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.668539376,Nov,Dec to March,April,749905,rice
Nilphamari,Rabi,Boro,204505,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.762934892,Nov,Dec to March,April,360529,rice
Noakhali,Rabi,Boro,166632,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.874573911,Nov,Dec to March,April,312364,rice
Pabna,Rabi,Boro,134501,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.747830871,Nov,Dec to March,April,235085,rice
Panchagar,Rabi,Boro,77506,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.550641241,Nov,Dec to March,April,120184,rice
Patuakhali,Rabi,Boro,2655,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,207.8076923076923,1.324670433,Nov,Dec to March,April,3517,rice
Pirojpur,Rabi,Boro,56336,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,1.710469327,Nov,Dec to March,April,96361,rice
Rajbari,Rabi,Boro,32310,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.71999381,Nov,Dec to March,April,55573,rice
Rajshahi,Rabi,Boro,161465,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.643080544,Nov,Dec to March,April,265300,rice
Rangamati,Rabi,Boro,17437,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,204.11111111111111,1.615816941,Nov,Dec to March,April,28175,rice
Rangpur,Rabi,Boro,326394,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.797211346,Nov,Dec to March,April,586599,rice
Satkhira,Rabi,Boro,185546,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,140.35353535353536,1.593098207,Nov,Dec to March,April,295593,rice
Shariatpur,Rabi,Boro,64104,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.880912268,Nov,Dec to March,April,120574,rice
Sherpur,Rabi,Boro,225451,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.672864614,Nov,Dec to March,April,377149,rice
Sirajganj,Rabi,Boro,347176,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.710895914,Nov,Dec to March,April,593982,rice
Sunamganj,Rabi,Boro,546442,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.500594757,Nov,Dec to March,April,819988,rice
Sylhet,Rabi,Boro,204408,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.225470627,Nov,Dec to March,April,250496,rice
Tangail,Rabi,Boro,420470,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,153.4104938271605,1.74931862,Nov,Dec to March,April,735536,rice
Thakurgaon,Rabi,Boro,144862,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.576106916,Nov,Dec to March,April,228318,rice
Bagerhat,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,144.96843434343435,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Bandarban,Rabi,Cheena,118,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,243.94444444444449,0.2118644068,Nov,Dec to Feb,Feb to April,25,rice
Barguna,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,207.8076923076923,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Barishal,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,175.42564102564103,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Bhola,Rabi,Cheena,58,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,185.23090277777777,0.8448275862,Nov,Dec to Feb,Feb to April,49,rice
Bogura,Rabi,Cheena,107,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,142.85416666666666,0.308411215,Nov,Dec to Feb,Feb to April,33,rice
Brahmanbaria,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,185.75631313131316,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Chandpur,Rabi,Cheena,49,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,168.796875,0.3265306122,Nov,Dec to Feb,Feb to April,16,rice
Chapai Nawabganj,Rabi,Cheena,57,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,124.92,0.3157894737,Nov,Dec to Feb,Feb to April,18,rice
Chattogram,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,243.94444444444449,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Chuadanga,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,129.44444444444446,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
CoxsBazar,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,303.40277777777777,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Cumilla,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,185.75631313131316,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Dhaka,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Dinajpur,Rabi,Cheena,4,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,154.21843434343435,0.25,Nov,Dec to Feb,Feb to April,1,rice
Faridpur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,155.864898989899,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Feni,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,248.1727642276423,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Gaibandha,Rabi,Cheena,200,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,179.6013888888889,0.835,Nov,Dec to Feb,Feb to April,167,rice
Gazipur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Gopalganj,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,155.864898989899,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Habiganj,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,333.72557471264366,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Jamalpur,Rabi,Cheena,20,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,181.08838383838383,0.5,Nov,Dec to Feb,Feb to April,10,rice
Jashore,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,134.2247474747475,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Jhallokati,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,175.42564102564103,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Jhenaidah,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,134.2247474747475,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Joypurhat,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,142.85416666666666,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Khagrachari,Rabi,Cheena,19,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,204.11111111111111,0.3684210526,Nov,Dec to Feb,Feb to April,7,rice
Khulna,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,144.96843434343435,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Kishoreganj,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,181.08838383838383,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Kurigram,Rabi,Cheena,812,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,179.6013888888889,0.4568965517,Nov,Dec to Feb,Feb to April,371,rice
Kushtia,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,129.44444444444446,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Lakshmipur,Rabi,Cheena,2,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,185.75631313131316,0.0,Nov,Dec to Feb,Feb to April,0,rice
Lalmonirhat,Rabi,Cheena,10,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,179.6013888888889,0.5,Nov,Dec to Feb,Feb to April,5,rice
Madaripur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,160.41666666666666,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Magura,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,134.2247474747475,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Manikganj,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Meherpur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,129.44444444444446,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Moulvibazar,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,333.72557471264366,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Munshiganj,Rabi,Cheena,51,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,0.4117647059,Nov,Dec to Feb,Feb to April,21,rice
Mymensingh,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,181.08838383838383,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Naogaon,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,124.92,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Narail,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,134.2247474747475,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Narayanganj,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Narsingdi,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Natore,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,124.92,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Netrokona,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,181.08838383838383,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Nilphamari,Rabi,Cheena,9,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,179.6013888888889,0.4444444444,Nov,Dec to Feb,Feb to April,4,rice
Noakhali,Rabi,Cheena,3,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,185.75631313131316,0.0,Nov,Dec to Feb,Feb to April,0,rice
Pabna,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,124.92,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Panchagar,Rabi,Cheena,30,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,154.21843434343435,0.4333333333,Nov,Dec to Feb,Feb to April,13,rice
Patuakhali,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,207.8076923076923,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Pirojpur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,175.42564102564103,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Rajbari,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,155.864898989899,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Rajshahi,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,124.92,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Rangamati,Rabi,Cheena,82,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,204.11111111111111,0.4390243902,Nov,Dec to Feb,Feb to April,36,rice
Rangpur,Rabi,Cheena,15,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,179.6013888888889,0.6,Nov,Dec to Feb,Feb to April,9,rice
Satkhira,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,140.35353535353536,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Shariatpur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,155.864898989899,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Sherpur,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,181.08838383838383,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Sirajganj,Rabi,Cheena,229,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,142.85416666666666,0.5414847162,Nov,Dec to Feb,Feb to April,124,rice
Sunamganj,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,333.72557471264366,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Sylhet,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,333.72557471264366,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Tangail,Rabi,Cheena,0,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,153.4104938271605,2.518413598,Nov,Dec to Feb,Feb to April,0,rice
Thakurgaon,Rabi,Cheena,111,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,154.21843434343435,0.2522522523,Nov,Dec to Feb,Feb to April,28,rice
Bagerhat,Kharif 1,Dalim,0,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,144.96843434343435,2.518413598,April,No need to do,Throuout The year,0,pomegranate
Bandarban,Kharif 1,Dalim,21,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,243.94444444444449,0.04761904762,April,No need to do,Throuout The year,1,pomegranate
Barguna,Kharif 1,Dalim,0,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,207.8076923076923,2.518413598,April,No need to do,Throuout The year,0,pomegranate
Barishal,Kharif 1,Dalim,24,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,175.42564102564103,2.583333333,April,No need to do,Throuout The year,62,pomegranate
Bhola,Kharif 1,Dalim,3,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,185.23090277777777,0.3333333333,April,No need to do,Throuout The year,1,pomegranate
Bogura,Kharif 1,Dalim,2,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,142.85416666666666,4.0,April,No need to do,Throuout The year,8,pomegranate
Brahmanbaria,Kharif 1,Dalim,33,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,185.75631313131316,0.8787878788,April,No need to do,Throuout The year,29,pomegranate
Chandpur,Kharif 1,Dalim,6,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,168.796875,1.666666667,April,No need to do,Throuout The year,10,pomegranate
Chapai Nawabganj,Kharif 1,Dalim,23,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,124.92,2.130434783,April,No need to do,Throuout The year,49,pomegranate
Chattogram,Kharif 1,Dalim,3,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,243.94444444444449,2.0,April,No need to do,Throuout The year,6,pomegranate
Chuadanga,Kharif 1,Dalim,5,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,129.44444444444446,1.0,April,No need to do,Throuout The year,5,pomegranate
CoxsBazar,Kharif 1,Dalim,6,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,303.40277777777777,1.333333333,April,No need to do,Throuout The year,8,pomegranate
Cumilla,Kharif 1,Dalim,44,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,185.75631313131316,0.75,April,No need to do,Throuout The year,33,pomegranate
Dhaka,Kharif 1,Dalim,5,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,169.94262295081967,3.8,April,No need to do,Throuout The year,19,pomegranate
Dinajpur,Kharif 1,Dalim,26,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,154.21843434343435,2.5,April,No need to do,Throuout The year,65,pomegranate
Faridpur,Kharif 1,Dalim,18,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,155.864898989899,3.0,April,No need to do,Throuout The year,54,pomegranate
Feni,Kharif 1,Dalim,1,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,248.1727642276423,1.0,April,No need to do,Throuout The year,1,pomegranate
Gaibandha,Kharif 1,Dalim,12,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,179.6013888888889,1.583333333,April,No need to do,Throuout The year,19,pomegranate
Gazipur,Kharif 1,Dalim,24,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,169.94262295081967,0.7083333333,April,No need to do,Throuout The year,17,pomegranate
Gopalganj,Kharif 1,Dalim,4,18.87,18.75,40.21,6.43,21.5,5.0,38,82.5,95,70,155.864898989899,7.25,April,No need to do,Throuout The year,29,pomegranate
