District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22
Bogura,Kharif 2,Carrot,148,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,142.85416666666666,5.5,Oct,Nov to Feb,March,814,maize
Brahmanbaria,Kharif 2,Carrot,21,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,185.75631313131316,1.523809524,Oct,Nov to Feb,March,32,maize
Chandpur,Kharif 2,Carrot,21,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,168.796875,4.047619048,Oct,Nov to Feb,March,85,maize
Chapai Nawabganj,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,124.92,2.518413598,Oct,Nov to Feb,March,0,maize
Chattogram,Kharif 2,Carrot,50,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,243.94444444444449,3.46,Oct,Nov to Feb,March,173,maize
Chuadanga,Kharif 2,Carrot,73,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,129.44444444444446,3.739726027,Oct,Nov to Feb,March,273,maize
CoxsBazar,Kharif 2,Carrot,6,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,303.40277777777777,1.666666667,Oct,Nov to Feb,March,10,maize
Cumilla,Kharif 2,Carrot,10,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,185.75631313131316,2.5,Oct,Nov to Feb,March,25,maize
Dhaka,Kharif 2,Carrot,412,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,169.94262295081967,7.410194175,Oct,Nov to Feb,March,3053,maize
Dinajpur,Kharif 2,Carrot,161,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,154.21843434343435,2.118012422,Oct,Nov to Feb,March,341,maize
Faridpur,Kharif 2,Carrot,32,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,155.864898989899,2.0,Oct,Nov to Feb,March,64,maize
Feni,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,248.1727642276423,2.518413598,Oct,Nov to Feb,March,0,maize
Gaibandha,Kharif 2,Carrot,161,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,179.6013888888889,2.155279503,Oct,Nov to Feb,March,347,maize
Gazipur,Kharif 2,Carrot,53,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,169.94262295081967,3.811320755,Oct,Nov to Feb,March,202,maize
Gopalganj,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,155.864898989899,2.518413598,Oct,Nov to Feb,March,0,maize
Habiganj,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,333.72557471264366,2.518413598,Oct,Nov to Feb,March,0,maize
Jamalpur,Kharif 2,Carrot,290,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,181.08838383838383,4.182758621,Oct,Nov to Feb,March,1213,maize
Jashore,Kharif 2,Carrot,142,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,134.2247474747475,3.373239437,Oct,Nov to Feb,March,479,maize
Jhallokati,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,175.42564102564103,2.518413598,Oct,Nov to Feb,March,0,maize
Jhenaidah,Kharif 2,Carrot,62,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,134.2247474747475,3.451612903,Oct,Nov to Feb,March,214,maize
Joypurhat,Kharif 2,Carrot,46,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,142.85416666666666,3.760869565,Oct,Nov to Feb,March,173,maize
Khagrachari,Kharif 2,Carrot,10,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,204.11111111111111,2.0,Oct,Nov to Feb,March,20,maize
Khulna,Kharif 2,Carrot,22,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,144.96843434343435,1.954545455,Oct,Nov to Feb,March,43,maize
Kishoreganj,Kharif 2,Carrot,40,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,181.08838383838383,3.125,Oct,Nov to Feb,March,125,maize
Kurigram,Kharif 2,Carrot,76,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,179.6013888888889,2.118421053,Oct,Nov to Feb,March,161,maize
Kushtia,Kharif 2,Carrot,93,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,129.44444444444446,3.182795699,Oct,Nov to Feb,March,296,maize
Lakshmipur,Kharif 2,Carrot,3,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,185.75631313131316,2.333333333,Oct,Nov to Feb,March,7,maize
Lalmonirhat,Kharif 2,Carrot,101,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,179.6013888888889,3.821782178,Oct,Nov to Feb,March,386,maize
Madaripur,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,160.41666666666666,2.518413598,Oct,Nov to Feb,March,0,maize
Magura,Kharif 2,Carrot,22,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,134.2247474747475,3.454545455,Oct,Nov to Feb,March,76,maize
Manikganj,Kharif 2,Carrot,1288,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,169.94262295081967,6.946428571,Oct,Nov to Feb,March,8947,maize
Meherpur,Kharif 2,Carrot,33,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,129.44444444444446,5.212121212,Oct,Nov to Feb,March,172,maize
Moulvibazar,Kharif 2,Carrot,7,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,333.72557471264366,5.0,Oct,Nov to Feb,March,35,maize
Munshiganj,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,169.94262295081967,2.518413598,Oct,Nov to Feb,March,0,maize
Mymensingh,Kharif 2,Carrot,210,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,181.08838383838383,3.447619048,Oct,Nov to Feb,March,724,maize
Naogaon,Kharif 2,Carrot,68,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,124.92,4.764705882,Oct,Nov to Feb,March,324,maize
Narail,Kharif 2,Carrot,30,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,134.2247474747475,2.366666667,Oct,Nov to Feb,March,71,maize
Narayanganj,Kharif 2,Carrot,47,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,169.94262295081967,1.893617021,Oct,Nov to Feb,March,89,maize
Narsingdi,Kharif 2,Carrot,1,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,169.94262295081967,1.0,Oct,Nov to Feb,March,1,maize
Natore,Kharif 2,Carrot,63,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,124.92,3.222222222,Oct,Nov to Feb,March,203,maize
Netrokona,Kharif 2,Carrot,10,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,181.08838383838383,3.0,Oct,Nov to Feb,March,30,maize
Nilphamari,Kharif 2,Carrot,108,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,179.6013888888889,3.75,Oct,Nov to Feb,March,405,maize
Noakhali,Kharif 2,Carrot,25,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,185.75631313131316,2.92,Oct,Nov to Feb,March,73,maize
Pabna,Kharif 2,Carrot,439,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,124.92,7.544419134,Oct,Nov to Feb,March,3312,maize
Panchagar,Kharif 2,Carrot,201,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,154.21843434343435,3.243781095,Oct,Nov to Feb,March,652,maize
Patuakhali,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,207.8076923076923,2.518413598,Oct,Nov to Feb,March,1,maize
Pirojpur,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,175.42564102564103,2.518413598,Oct,Nov to Feb,March,0,maize
Rajbari,Kharif 2,Carrot,52,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,155.864898989899,3.923076923,Oct,Nov to Feb,March,204,maize
Rajshahi,Kharif 2,Carrot,112,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,124.92,4.660714286,Oct,Nov to Feb,March,522,maize
Rangamati,Kharif 2,Carrot,0,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,204.11111111111111,2.518413598,Oct,Nov to Feb,March,0,maize
Rangpur,Kharif 2,Carrot,211,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,179.6013888888889,2.545023697,Oct,Nov to Feb,March,537,maize
Satkhira,Kharif 2,Carrot,92,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,140.35353535353536,3.836956522,Oct,Nov to Feb,March,353,maize
Shariatpur,Kharif 2,Carrot,14,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,155.864898989899,3.214285714,Oct,Nov to Feb,March,45,maize
Sherpur,Kharif 2,Carrot,161,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,181.08838383838383,3.763975155,Oct,Nov to Feb,March,606,maize
Sirajganj,Kharif 2,Carrot,65,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,142.85416666666666,4.215384615,Oct,Nov to Feb,March,274,maize
Sunamganj,Kharif 2,Carrot,18,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,333.72557471264366,2.055555556,Oct,Nov to Feb,March,37,maize
Sylhet,Kharif 2,Carrot,48,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,333.72557471264366,3.854166667,Oct,Nov to Feb,March,185,maize
Tangail,Kharif 2,Carrot,102,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,153.4104938271605,3.31372549,Oct,Nov to Feb,March,338,maize
Thakurgaon,Kharif 2,Carrot,81,77.76,48.44,19.79,6.25,18.0,15.0,21,66.5,86,47,154.21843434343435,4.296296296,Oct,Nov to Feb,March,348,maize
Bagerhat,Kharif 2,Cauliflower,470,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,144.96843434343435,5.34893617,Sep,Nov to Jan,Feb,2514,maize
Bandarban,Kharif 2,Cauliflower,278,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,243.94444444444449,2.81294964,Sep,Nov to Jan,Feb,782,maize
Barguna,Kharif 2,Cauliflower,150,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,207.8076923076923,2.68,Sep,Nov to Jan,Feb,402,maize
Barishal,Kharif 2,Cauliflower,459,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,175.42564102564103,2.169934641,Sep,Nov to Jan,Feb,996,maize
Bhola,Kharif 2,Cauliflower,291,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,185.23090277777777,3.446735395,Sep,Nov to Jan,Feb,1003,maize
Bogura,Kharif 2,Cauliflower,1112,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,142.85416666666666,4.705935252,Sep,Nov to Jan,Feb,5233,maize
Brahmanbaria,Kharif 2,Cauliflower,930,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,185.75631313131316,7.101075269,Sep,Nov to Jan,Feb,6604,maize
Chandpur,Kharif 2,Cauliflower,287,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,168.796875,3.588850174,Sep,Nov to Jan,Feb,1030,maize
Chapai Nawabganj,Kharif 2,Cauliflower,833,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,124.92,3.408163265,Sep,Nov to Jan,Feb,2839,maize
Chattogram,Kharif 2,Cauliflower,1969,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,243.94444444444449,4.482478415,Sep,Nov to Jan,Feb,8826,maize
Chuadanga,Kharif 2,Cauliflower,1873,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,129.44444444444446,3.134543513,Sep,Nov to Jan,Feb,5871,maize
CoxsBazar,Kharif 2,Cauliflower,336,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,303.40277777777777,3.633928571,Sep,Nov to Jan,Feb,1221,maize
Cumilla,Kharif 2,Cauliflower,1677,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,185.75631313131316,4.844364937,Sep,Nov to Jan,Feb,8124,maize
Dhaka,Kharif 2,Cauliflower,985,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,169.94262295081967,9.72284264,Sep,Nov to Jan,Feb,9577,maize
Dinajpur,Kharif 2,Cauliflower,3095,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,154.21843434343435,7.099192246,Sep,Nov to Jan,Feb,21972,maize
Faridpur,Kharif 2,Cauliflower,666,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,155.864898989899,3.845345345,Sep,Nov to Jan,Feb,2561,maize
Feni,Kharif 2,Cauliflower,124,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,248.1727642276423,2.064516129,Sep,Nov to Jan,Feb,256,maize
Gaibandha,Kharif 2,Cauliflower,487,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,179.6013888888889,5.164271047,Sep,Nov to Jan,Feb,2515,maize
Gazipur,Kharif 2,Cauliflower,757,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,169.94262295081967,7.071334214,Sep,Nov to Jan,Feb,5353,maize
Gopalganj,Kharif 2,Cauliflower,425,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,155.864898989899,4.76,Sep,Nov to Jan,Feb,2023,maize
Habiganj,Kharif 2,Cauliflower,370,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,333.72557471264366,5.421621622,Sep,Nov to Jan,Feb,2006,maize
Jamalpur,Kharif 2,Cauliflower,2876,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,181.08838383838383,3.85605007,Sep,Nov to Jan,Feb,11090,maize
Jashore,Kharif 2,Cauliflower,1966,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,134.2247474747475,4.650559512,Sep,Nov to Jan,Feb,9143,maize
Jhallokati,Kharif 2,Cauliflower,196,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,175.42564102564103,2.734693878,Sep,Nov to Jan,Feb,536,maize
Jhenaidah,Kharif 2,Cauliflower,1668,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,134.2247474747475,5.239208633,Sep,Nov to Jan,Feb,8739,maize
Joypurhat,Kharif 2,Cauliflower,323,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,142.85416666666666,5.253869969,Sep,Nov to Jan,Feb,1697,maize
Khagrachari,Kharif 2,Cauliflower,475,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,204.11111111111111,3.288421053,Sep,Nov to Jan,Feb,1562,maize
Khulna,Kharif 2,Cauliflower,604,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,144.96843434343435,5.427152318,Sep,Nov to Jan,Feb,3278,maize
Kishoreganj,Kharif 2,Cauliflower,598,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,181.08838383838383,6.011705686,Sep,Nov to Jan,Feb,3595,maize
Kurigram,Kharif 2,Cauliflower,916,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,179.6013888888889,6.942139738,Sep,Nov to Jan,Feb,6359,maize
Kushtia,Kharif 2,Cauliflower,863,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,129.44444444444446,4.945538818,Sep,Nov to Jan,Feb,4268,maize
Lakshmipur,Kharif 2,Cauliflower,175,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,185.75631313131316,2.314285714,Sep,Nov to Jan,Feb,405,maize
Lalmonirhat,Kharif 2,Cauliflower,1803,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,179.6013888888889,7.830282862,Sep,Nov to Jan,Feb,14118,maize
Madaripur,Kharif 2,Cauliflower,54,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,160.41666666666666,4.944444444,Sep,Nov to Jan,Feb,267,maize
Magura,Kharif 2,Cauliflower,214,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,134.2247474747475,3.429906542,Sep,Nov to Jan,Feb,734,maize
Manikganj,Kharif 2,Cauliflower,685,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,169.94262295081967,5.321167883,Sep,Nov to Jan,Feb,3645,maize
Meherpur,Kharif 2,Cauliflower,884,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,129.44444444444446,9.90158371,Sep,Nov to Jan,Feb,8753,maize
Moulvibazar,Kharif 2,Cauliflower,375,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,333.72557471264366,4.64,Sep,Nov to Jan,Feb,1740,maize
Munshiganj,Kharif 2,Cauliflower,888,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,169.94262295081967,3.031531532,Sep,Nov to Jan,Feb,2692,maize
Mymensingh,Kharif 2,Cauliflower,1717,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,181.08838383838383,9.880605708,Sep,Nov to Jan,Feb,16965,maize
Naogaon,Kharif 2,Cauliflower,1382,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,124.92,6.487698987,Sep,Nov to Jan,Feb,8966,maize
Narail,Kharif 2,Cauliflower,418,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,134.2247474747475,3.581339713,Sep,Nov to Jan,Feb,1497,maize
Narayanganj,Kharif 2,Cauliflower,507,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,169.94262295081967,3.362919132,Sep,Nov to Jan,Feb,1705,maize
Narsingdi,Kharif 2,Cauliflower,407,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,169.94262295081967,4.302211302,Sep,Nov to Jan,Feb,1751,maize
Natore,Kharif 2,Cauliflower,706,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,124.92,7.478753541,Sep,Nov to Jan,Feb,5280,maize
Netrokona,Kharif 2,Cauliflower,381,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,181.08838383838383,4.934383202,Sep,Nov to Jan,Feb,1880,maize
Nilphamari,Kharif 2,Cauliflower,1757,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,179.6013888888889,5.595902106,Sep,Nov to Jan,Feb,9832,maize
Noakhali,Kharif 2,Cauliflower,284,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,185.75631313131316,4.095070423,Sep,Nov to Jan,Feb,1163,maize
Pabna,Kharif 2,Cauliflower,1717,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,124.92,7.220151427,Sep,Nov to Jan,Feb,12397,maize
Panchagar,Kharif 2,Cauliflower,883,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,154.21843434343435,5.978482446,Sep,Nov to Jan,Feb,5279,maize
Patuakhali,Kharif 2,Cauliflower,67,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,207.8076923076923,1.208955224,Sep,Nov to Jan,Feb,81,maize
Pirojpur,Kharif 2,Cauliflower,365,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,175.42564102564103,3.005479452,Sep,Nov to Jan,Feb,1097,maize
Rajbari,Kharif 2,Cauliflower,1108,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,155.864898989899,5.972021661,Sep,Nov to Jan,Feb,6617,maize
Rajshahi,Kharif 2,Cauliflower,1567,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,124.92,7.863433312,Sep,Nov to Jan,Feb,12322,maize
Rangamati,Kharif 2,Cauliflower,200,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,204.11111111111111,3.235,Sep,Nov to Jan,Feb,647,maize
Rangpur,Kharif 2,Cauliflower,999,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,179.6013888888889,10.51151151,Sep,Nov to Jan,Feb,10501,maize
Satkhira,Kharif 2,Cauliflower,1110,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,140.35353535353536,5.763063063,Sep,Nov to Jan,Feb,6397,maize
Shariatpur,Kharif 2,Cauliflower,102,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,155.864898989899,7.31372549,Sep,Nov to Jan,Feb,746,maize
Sherpur,Kharif 2,Cauliflower,1541,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,181.08838383838383,6.428942245,Sep,Nov to Jan,Feb,9907,maize
Sirajganj,Kharif 2,Cauliflower,845,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,142.85416666666666,6.35739645,Sep,Nov to Jan,Feb,5372,maize
Sunamganj,Kharif 2,Cauliflower,1084,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,333.72557471264366,8.277675277,Sep,Nov to Jan,Feb,8973,maize
Sylhet,Kharif 2,Cauliflower,914,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,333.72557471264366,8.009846827,Sep,Nov to Jan,Feb,7321,maize
Tangail,Kharif 2,Cauliflower,1822,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,153.4104938271605,6.349615807,Sep,Nov to Jan,Feb,11569,maize
Thakurgaon,Kharif 2,Cauliflower,1002,77.76,48.44,19.79,6.25,19.0,8.0,30,77.5,85,70,154.21843434343435,5.112774451,Sep,Nov to Jan,Feb,5123,maize
Bagerhat,Kharif 1,Chalkumra,517,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,144.96843434343435,2.324951644,March,April to July,July to Oct,1202,watermelon
Bandarban,Kharif 1,Chalkumra,217,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,243.94444444444449,2.350230415,March,April to July,July to Oct,510,watermelon
Barguna,Kharif 1,Chalkumra,114,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,207.8076923076923,2.122807018,March,April to July,July to Oct,242,watermelon
Barishal,Kharif 1,Chalkumra,439,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,175.42564102564103,2.041002278,March,April to July,July to Oct,896,watermelon
Bhola,Kharif 1,Chalkumra,251,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,185.23090277777777,2.721115538,March,April to July,July to Oct,683,watermelon
Bogura,Kharif 1,Chalkumra,407,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,142.85416666666666,4.061425061,March,April to July,July to Oct,1653,watermelon
Brahmanbaria,Kharif 1,Chalkumra,699,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,185.75631313131316,2.848354793,March,April to July,July to Oct,1991,watermelon
Chandpur,Kharif 1,Chalkumra,210,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,168.796875,2.642857143,March,April to July,July to Oct,555,watermelon
Chapai Nawabganj,Kharif 1,Chalkumra,249,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,124.92,2.879518072,March,April to July,July to Oct,717,watermelon
Chattogram,Kharif 1,Chalkumra,588,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,243.94444444444449,3.539115646,March,April to July,July to Oct,2081,watermelon
Chuadanga,Kharif 1,Chalkumra,366,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,129.44444444444446,3.12568306,March,April to July,July to Oct,1144,watermelon
CoxsBazar,Kharif 1,Chalkumra,135,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,303.40277777777777,3.637037037,March,April to July,July to Oct,491,watermelon
Cumilla,Kharif 1,Chalkumra,644,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,185.75631313131316,2.885093168,March,April to July,July to Oct,1858,watermelon
Dhaka,Kharif 1,Chalkumra,776,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,169.94262295081967,4.719072165,March,April to July,July to Oct,3662,watermelon
Dinajpur,Kharif 1,Chalkumra,430,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,154.21843434343435,2.844186047,March,April to July,July to Oct,1223,watermelon
Faridpur,Kharif 1,Chalkumra,426,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,155.864898989899,3.129107981,March,April to July,July to Oct,1333,watermelon
Feni,Kharif 1,Chalkumra,117,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,248.1727642276423,1.811965812,March,April to July,July to Oct,212,watermelon
Gaibandha,Kharif 1,Chalkumra,329,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,179.6013888888889,2.37993921,March,April to July,July to Oct,783,watermelon
Gazipur,Kharif 1,Chalkumra,340,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,169.94262295081967,2.297058824,March,April to July,July to Oct,781,watermelon
Gopalganj,Kharif 1,Chalkumra,389,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,155.864898989899,3.424164524,March,April to July,July to Oct,1332,watermelon
Habiganj,Kharif 1,Chalkumra,259,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,333.72557471264366,4.111969112,March,April to July,July to Oct,1065,watermelon
Jamalpur,Kharif 1,Chalkumra,532,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,181.08838383838383,3.263157895,March,April to July,July to Oct,1736,watermelon
Jashore,Kharif 1,Chalkumra,434,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,134.2247474747475,4.382488479,March,April to July,July to Oct,1902,watermelon
Jhallokati,Kharif 1,Chalkumra,343,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,175.42564102564103,2.556851312,March,April to July,July to Oct,877,watermelon
Jhenaidah,Kharif 1,Chalkumra,435,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,134.2247474747475,3.834482759,March,April to July,July to Oct,1668,watermelon
Joypurhat,Kharif 1,Chalkumra,171,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,142.85416666666666,4.637426901,March,April to July,July to Oct,793,watermelon
Khagrachari,Kharif 1,Chalkumra,519,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,204.11111111111111,2.97495183,March,April to July,July to Oct,1544,watermelon
Khulna,Kharif 1,Chalkumra,260,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,144.96843434343435,2.184615385,March,April to July,July to Oct,568,watermelon
Kishoreganj,Kharif 1,Chalkumra,366,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,181.08838383838383,3.030054645,March,April to July,July to Oct,1109,watermelon
Kurigram,Kharif 1,Chalkumra,356,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,179.6013888888889,2.980337079,March,April to July,July to Oct,1061,watermelon
Kushtia,Kharif 1,Chalkumra,329,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,129.44444444444446,5.389057751,March,April to July,July to Oct,1773,watermelon
Lakshmipur,Kharif 1,Chalkumra,210,99.42,17.0,50.22,6.5,22.5,18.0,27,75.0,85,65,185.75631313131316,2.228571429,March,April to July,July to Oct,468,watermelon
