District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production
Chattogram,Rabi,Chili,2511,77.76,48.44,19.79,6.25,22.5,15.0,30,60.0,70,50,221.9756172467192,0.8845232219407351,Oct,Nov to March,March to April,1496
Sherpur,Rabi,Lemon,0,18.1747887760974,17.218004944866422,13.557603401401066,7.020413329105637,17.358431710673134,9.392638750827608,25,78.09128677233115,77,79,178.6280693409279,2.1628960468713183,Jan,Jan to Jan,Jan,3247
Jhenaidah,Rabi,Chili,9318,75.18802502237114,49.619974217077484,21.080161560260443,6.2685342025290005,22.567772008175986,14.236791300751536,30,60.396176617999494,59,61,142.72765003769945,0.5255577586783726,Oct,Nov to March,March to April,0
Sunamganj,Kharif 1,Mukhi Kachu,107,75.98132161920739,49.029034860570796,18.861843828673635,6.193543458899929,11.975015420391289,8.0,15,80.10058358811928,90,65,325.37938885601926,3.387755102,April,May to Sep,Sep to Feb,398
Chattogram,Kharif 2,Palong Shak,921,77.76,48.44,19.79,6.25,21.0,12.0,30,70.0,75,65,243.94444444444449,1.9891422369999998,Aug,Sep to Jan,Feb,1832
Munshiganj,Kharif 2,Tobacco,3,117.77,46.24,19.56,6.91,17.5,15.0,20,67.5,85,50,169.94262295081967,1.0644221122337276,Oct,Nov to Feb,Feb to April,1
Barishal,Rabi,Pumpkin,0,102.9746514855602,20.356756378209397,51.515089449559895,6.508066345145759,20.285005811044538,14.44304120387654,25,60.97634741842054,60,62,170.4356993935382,3.005333698101645,Sep,Oct to Nov,Nov to Feb,5572
Dinajpur,Kharif 2,Sugarcane,5019,77.76,48.44,19.79,6.25,29.0,20.0,38,65.0,85,45,155.09029530822474,15.164863312094555,Oct,Nov to Aug,Aug to Sep,77082
Tangail,Rabi,Wheat,12528,82.02385552101778,48.56343410400049,44.16997951500125,6.395149170398001,16.825876925015514,15.5,20,55.84143032308217,60,50,149.62506875541806,1.135836462,Dec,Jan  to  March,April,11215
Habiganj,Kharif 2,Aman,247890,85.49101551622319,48.160478479753856,40.67402003029492,6.426430550311282,25.916143657557527,11.856098131014164,40,72.09045334604292,71,73,334.8640571419554,2.2186902208829093,June,July to  Oct,Nov to Dec,269920
Kurigram,Kharif 2,Lentil,766,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,179.6013888888889,0.4028646001596854,Oct,Nov  to  Feb,Feb to March,292
Madaripur,Kharif 1,Beans,0,22.303685789018292,68.17496573901012,20.68361531209072,5.758114487070733,16.0904547595776,10.782071943869358,22,66.54546696841233,66,68,155.15681624347434,6.735672586315464,June,July to Nov,Nov to April,0
Nilphamari,Kharif 1,Aus,4003,73.91360741461466,45.846050114141164,40.53360238888489,6.435618274482114,26.100809438585692,12.086295657203467,40,72.33340002662253,71,73,175.58885420057052,2.0161385308939073,March,April to july,Aug,3640
Dhaka,Rabi,Sweet Potato,7879,77.73805206616193,46.13332023361601,15.249953244451543,6.244949989961279,20.976759843827473,17.161032163279025,24,81.48414103379922,80,82,175.19147528048083,6.561047973753297,Nov,Dec to March,April,2353
Barishal,Kharif 2,Cabbage,455,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,175.42564102564103,3.360746831406585,Sep,Oct to Jan,Feb,1525
Joypurhat,Rabi,Karala,3073,95.3185982328417,15.939774418002475,46.87199952501505,6.478622635934824,25.745730179660885,23.671304109389695,27,86.83812357401672,86,88,139.31428318275462,3.6213753747722657,Feb,March to July,Aug to Sep,2010
Bogura,Rabi,Sweet Potato,1643,77.47435882068794,52.17636582802686,23.783884023314585,6.164577677069103,19.365051925396934,17.0,24,77.98725593850388,90,70,156.30336912651867,4.403986711,Nov,Dec to March,April,5842
Rajbari,Kharif 2,Black Berry,271,21.112472176192778,131.83812494691145,204.72656136466347,6.09673679966385,25.5443817344866,20.0,30,70.21426382314179,75,65,172.2769789817722,11.76744186,June,July to August,June  to September,3202
Sylhet,Kharif 1,Kolmi Shak,8055,78.33610825803932,47.25569044525224,22.831879491933986,6.278574593158497,28.054826695013695,19.68091567717682,35,90.02148160643354,89,91,331.86502360865796,2.3461024777003443,March,April to Aug,Sep to Oct,3112
Gopalganj,Kharif 1,Taramind,0,17.408850369862506,26.375559443549623,23.610038064396242,5.752171340121142,32.62476190749887,24.847916060260786,40,65.08922433647744,64,66,153.29877737666993,3.0955082754825276,February,March to April,February to May,0
Narayanganj,Kharif 1,Ripe Papaya,59,51.6285428278859,55.731616269969194,46.98699745858631,6.666143064087052,31.00220469712335,25.0,35,79.0471487497648,90,70,155.11635184703454,16.33333333,April,No need to do,April to May,925
Habiganj,Rabi,Lal Shak,229,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,322.4180926760706,2.1636828688716148,Sep,Oct to Nov,Nov to Feb,480
Joypurhat,Kharif 1,Malta,0,23.12902363048382,13.690691690511425,13.444714446726396,7.024797155509302,26.68400525212822,20.0,35,83.26268081481852,90,80,152.26878902171413,2.518413598,June,June to August,August to September,1
Rajshahi,Rabi,Lal Shak,0,79.73487873541035,50.68824363520995,19.544013178899924,6.246411616381801,20.07728854823316,14.904712200079992,25,76.10012039070659,75,77,126.39673819412414,2.3345909223706816,Sep,Oct to Nov,Nov to Feb,9257
Chandpur,Kharif 2,Shalgom,0,74.48504998681506,48.277058119802696,20.83811296614766,6.230371344886963,13.165947220364078,5.0,24,84.12364768961802,95,70,154.63844419696372,2.518413598,Sep,Oct to Nov,Nov to Feb,1
Chuadanga,Kharif 2,Pineapple,0,48.11316975703618,56.80946625791409,47.18448309567877,6.78415983298992,27.458284159192953,18.0,35,77.6930165756788,80,70,117.64264405328203,2.518413598,Sep,Sep to May,June to Aug,1
Chapai Nawabganj,Kharif 2,Rape & Mustard,39811,117.76999999999998,46.239999999999995,19.56,6.91,22.5,15.0,30,75.0,85,65,124.92,0.4137212226874889,Oct,Nov to Feb,Feb to April,16691
Patuakhali,Kharif 2,Aman,433569,76.69561580658389,48.02242701837886,40.072422913046005,6.4212292714224946,25.9589206422395,11.880802113406691,40,73.44365239340217,72,74,205.42538102963385,-0.2072828078108413,June,July to  Oct,Nov to Dec,325552
Jamalpur,Kharif 2,Cabbage,1436,73.37662235435808,48.047800181344,20.817252517824222,6.298814377920745,16.28688197728749,10.0,24,75.79332870173778,90,60,163.30491805965198,8.429360695,Sep,Oct to Jan,Feb,8949
Meherpur,Kharif 2,Carrot,30,81.96630057749951,45.9844904586428,22.452470016983852,6.3027277965501955,18.141932816445625,15.0,21,65.03288647892671,86,47,109.59819115295899,5.212121212,Oct,Nov to Feb,March,205
CoxsBazar,Rabi,Chili,1054,77.76,48.44,19.79,6.25,22.5,15.0,30,60.0,70,50,321.96315551304826,1.2749749092295286,Oct,Nov to March,March to April,1067
Chapai Nawabganj,Kharif 1,Dalim,1509,19.310633665323962,16.34670915009987,43.330178917198666,6.468839434851831,21.666598578836044,4.521133542525241,38,82.03771400605146,81,83,116.06411850714323,-0.1372484533345122,April,No need to do,Throuout The year,0
Narayanganj,Rabi,Sesame,93,115.20105465937085,41.90912256708926,17.399785249874142,6.954444738559505,31.423475110740153,27.0,35,44.09055098182356,50,40,157.37643460637034,0.4756097561,Nov,Dec to Jan,Feb,41
Sirajganj,Kharif 2,Gourd,423,99.42,17.0,50.22,6.5,26.5,18.0,35,80.0,85,75,142.85416666666666,5.453719819606552,July,Aug to Jan,Jan to March,2379
Panchagar,Rabi,Ginger,1014,74.95812428175468,51.812632373934754,23.686412908092365,6.335042221673476,18.850341992337533,15.0,25,68.1317960629362,75,60,158.2695653777846,3.21978022,Oct,Nov to March,March to April,2782
Sylhet,Kharif 1,Jhinga,242,99.42,17.0,50.22,6.5,23.0,18.0,28,80.0,90,70,280.0237888797158,1.1233181231412308,April,May to June,June to Aug,291
Habiganj,Rabi,Pumpkin,386,103.1820863227091,12.29914988221731,49.34356765621062,6.4703297497015555,20.623450105055483,15.0,25,61.84821719972548,70,50,331.1782055550406,5.016085791,Sep,Oct to Nov,Nov to Feb,1906
Lalmonirhat,Kharif 2,Lentil,46,18.769999999999996,68.35999999999999,19.41,6.93,15.0,10.0,20,90.0,95,85,179.6013888888889,0.4240008643273204,Oct,Nov  to  Feb,Feb to March,19
Bandarban,Kharif 2,Garlic,0,80.17703587665699,47.77534974743899,19.66739013254154,6.268782346553244,25.268891076743827,19.949073826586847,30,68.09866746841743,67,69,245.51245880233623,-0.11418229824521164,Oct,Nov to Jan,Feb,18329
Pirojpur,Kharif 2,Carrot,0,78.61905608952686,49.067726241992226,18.475725983760253,6.237835878021341,17.458460380257034,14.559746459662783,21,65.8095531012194,65,67,169.33774908262586,0.19796164796808924,Oct,Nov to Feb,March,0
Naogaon,Kharif 1,Green Papaya,137,52.68187532517294,60.87126801781992,51.766308328974404,6.784609546890429,24.612503565213142,20.0,30,67.04562852078791,80,60,109.02877412032454,13.43661972,June,June to August,August to September,1553
Pabna,Rabi,Laushak,100,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,126.06401618765406,1.3330714794282637,Sep,Oct to Nov,Nov to Feb,112
Sunamganj,Rabi,Ginger,52,75.70232738294396,46.19618652865011,16.45917584608758,6.214094417508486,18.741741592933387,15.0,25,67.94742675223989,75,60,323.8502115836152,5.659574468,Oct,Nov to March,March to April,254
Rajshahi,Kharif 1,Ripe Papaya,187,48.35608307988133,61.707122351116006,50.94432469061123,6.798000288756357,29.87789699105064,25.0,35,77.5331049528007,90,70,144.57813481904614,16.46285714,April,No need to do,April to May,2548
Kushtia,Kharif 2,Barbati,0,18.809282455024015,68.58726786755965,18.982530264286304,5.750142200747149,24.813937269167127,19.75258129073861,30,72.86454125622467,72,74,126.46892656684412,3.1100943311102527,Sep,Oct to Dec,December to April,25877
Manikganj,Kharif 2,Radish,1029,75.84341790396041,49.91134619176877,17.313300419960175,6.186126669989113,15.142795711931027,10.0,22,84.96084854397938,95,75,167.23819574995983,5.738241309,Oct,Nov to Feb,March,5568
Sunamganj,Kharif 2,Radish,1994,77.76,48.44,19.79,6.25,16.0,10.0,22,85.0,95,75,333.7255747126436,3.8709734760378596,Oct,Nov to Feb,March,7202
Bagerhat,Rabi,Cheena,0,84.77477542375122,47.96104438275649,44.070822947063874,6.408385131108835,20.887467092718072,16.932395229674004,25,63.42471854999438,62,64,148.96928071497635,3.816274414939473,Nov,Dec to Feb,Feb to April,0
Dhaka,Rabi,Karala,494,95.64039354487808,14.13481486609042,52.35982856530853,6.45490722827645,24.316025235330233,24.0,27,88.9625712147392,90,85,155.52473331639658,2.011160714,Feb,March to July,Aug to Sep,823
Habiganj,Kharif 1,Mango,13199,17.587034519215493,24.889963383706846,31.211931336060477,5.753096686116177,31.521995965627454,27.12018105808194,36,69.71883755797883,69,71,325.1489732989198,0.3957079308595821,April,No need to do,April to June,43109
Narsingdi,Kharif 2,Cucumber,2510,97.41507238591518,15.655685723281717,51.910940298003034,6.489740313659858,26.430134066672885,18.030156648755263,35,76.63154156422263,76,78,169.96984309471907,4.17304099699251,Sep,Nov to March,March to jun,2298
Netrokona,Rabi,Wheat,4971,76.57425404274446,48.055107631107504,39.962018532480684,6.4371244825348715,17.553751968191612,15.908432851283642,19,55.38047784415798,54,56,181.7424099640637,1.5265309806208867,Dec,Jan  to  March,April,0
Kishoreganj,Kharif 2,Cabbage,492,73.66436728273278,44.3586304477188,23.571752172900425,6.347040169287535,17.319380294447292,10.0,24,73.67098106912374,90,60,199.03995620150772,5.498845266,Sep,Oct to Jan,Feb,2532
Panchagar,Rabi,Pumpkin,5769,104.71592152866872,17.161014044198005,50.75449174875081,6.502912815301045,20.20072724752547,14.779174631357352,25,59.48686191887238,58,60,146.80345127210288,7.886727478861529,Sep,Oct to Nov,Nov to Feb,10780
Lakshmipur,Kharif 1,Jambura,343,19.58,16.55,10.01,7.02,27.5,25.0,30,80.0,90,70,185.75631313131316,3.6161340403863247,April,No need to do,May to June,835
Brahmanbaria,Kharif 2,Lentil,10954,16.911854274542783,69.75475170322105,18.72921776748732,6.907904846592054,14.752117606231224,9.64469248297819,20,88.88275975785976,88,90,190.56391035335383,-0.9460218250092192,Oct,Nov  to  Feb,Feb to March,8448
Pabna,Kharif 1,Beans,869,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,124.92,3.1999760529245336,June,July to Nov,Nov to April,2879
Satkhira,Kharif 2,Arhar,847,17.050894610137792,68.44188673172329,17.87330370148943,5.776347371287938,27.916330826962575,26.0334388964294,29,33.94230278368147,33,35,143.9029943773809,2.323430563105188,Aug,Sep to Oct,Nov,0
Narayanganj,Kharif 1,Date Palm,90,21.98,16.93,30.590000000000003,5.98,20.5,6.0,35,72.5,85,60,169.94262295081967,3.022222222,April,No need to do,Feb to March,272
Satkhira,Rabi,Karala,0,97.08819554529795,16.15764141013867,47.5671888113993,6.487243020075687,25.647261502470556,24.319814902333036,27,86.62128549073529,86,88,140.5370182118438,6.386320585475735,Feb,March to July,Aug to Sep,0
Kushtia,Kharif 1,Malta,0,18.056098414493405,18.78016932215696,6.561631069184678,6.940443066938436,28.624282732062383,20.0,35,86.78448573907448,90,80,114.13687947704602,2.518413598,June,June to August,August to September,1
Sunamganj,Kharif 2,Gourd,1786,99.83031139793994,12.563384146952192,53.86569034096949,6.480663929911748,26.745779851272385,18.383495672596236,34,80.81528703118748,80,82,339.7084603435602,4.439046880414208,July,Aug to Jan,Jan to March,0
Gaibandha,Rabi,Danta Shak,148,80.03487532536013,45.917372293378705,15.142840724045339,6.340627382425172,23.623437830579952,18.0,32,77.7125701001318,85,75,197.00614799214074,1.485207101,March,April to Aug,Sep,284
Jashore,Rabi,Lemon,858,17.903824894632535,18.50555975155686,9.77398495044924,7.0057118065384945,17.52713698367868,10.0,25,75.56656476383014,95,60,153.1471171942773,1.14566474,Jan,Jan to Jan,Jan,963
Joypurhat,Rabi,Danta,209,79.82511059882661,47.405260577044984,14.94118943807052,6.159079955424771,24.124472386851362,18.0,32,79.53347710788124,85,75,151.70407124652922,2.696261682,March,April to Aug,Sep,516
Chuadanga,Kharif 2,Rape & Mustard,25390,117.76999999999998,46.239999999999995,19.559999999999995,6.91,22.5,15.0,30,75.0,85,65,126.84242084618602,0.5931283928073536,Oct,Nov to Feb,Feb to April,14397
Munshiganj,Rabi,Cheena,16,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,169.94262295081967,1.8493236198586664,Nov,Dec to Feb,Feb to April,7
Satkhira,Kharif 2,Cabbage,2223,83.04514154752962,47.85755552639255,19.530389434328733,6.2369917029388064,16.763747819727463,10.026360793360015,25,74.85373836533834,74,76,139.4414812418285,6.537387332379359,Sep,Oct to Jan,Feb,13402
Satkhira,Kharif 1,Jute,16829,78.4,46.86,39.99,6.73,30.0,20.0,40,75.0,80,70,142.16531273570817,5.009462488243784,March,April to Aug,Sep,83784
Rajbari,Kharif 2,Motor,10029,22.16249229298194,49.90147640880601,21.89622129648959,6.848076967093718,22.255295315783304,15.104393770459348,30,83.5840199411677,83,85,158.64284155137224,0.18453092271942328,Oct,Nov to March,March to April,0
Rangamati,Kharif 1,Mango,2863,20.303106146338553,23.819472253166932,27.372441158480576,5.773110030690643,30.908331696323668,26.753747506304155,36,69.84556217634494,69,71,206.37752690626974,2.3460549429266524,April,No need to do,April to June,7268
Chattogram,Kharif 2,Gram,0,43.34859492735183,68.222890329208,83.35692394641643,7.36178187244049,27.363854301416467,19.721880557193952,35,33.70530543738964,33,35,235.5169150188062,0.6224713335615606,Aug,Sep to Oct,Nov,0
Brahmanbaria,Rabi,Karala,193,96.81989820779316,13.958635071705439,53.55650582634586,6.592970123421516,24.355376489620745,24.0,27,86.19153153984186,90,85,182.8672782697338,1.946601942,Feb,March to July,Aug to Sep,348
Rangamati,Rabi,Lemon,1440,24.11066028352893,19.314571750099258,8.537746768284899,7.027693714668433,16.63466950764652,9.577587170404238,25,77.55905421116817,77,79,205.98161431792158,1.8628360523283056,Jan,Jan to Jan,Jan,14332
Narail,Kharif 1,Mango,7686,24.921427402224626,26.079027632239093,27.568926440001565,5.766359040680898,31.153968655273598,26.77320350327996,36,70.98945573220777,70,72,132.28536805137296,6.0246688110011615,April,No need to do,April to June,0
Panchagar,Kharif 2,Aman,237243,78.88362688602477,46.04992875214721,37.63057664712463,6.438537920172092,26.037145212744385,11.72233837281178,40,72.45664616450419,71,73,146.33531316439544,0.07782171852023367,June,July to  Oct,Nov to Dec,311848
Nilphamari,Rabi,Sesame,37,122.7520601483657,47.82116898695596,17.02402680956105,6.959994277368396,31.489816593402786,27.0,35,42.29115509277135,50,40,168.67129565218988,0.4054054054,Nov,Dec to Jan,Feb,18
Netrokona,Kharif 1,Safeda,0,23.460124478124804,26.152827021989335,29.003556377486987,5.718890895339384,23.128031463052086,10.0,38,71.47925723770597,80,60,168.6347872828172,2.518413598,April,No need to do,Jan to March,1
Chuadanga,Kharif 1,Amra,1245,26.002257106914346,27.483014875912865,29.00752247918364,5.767293448286513,25.18867464382249,19.575769357117885,30,70.81872994606542,70,72,127.571652403217,2.963783997130966,June,June to August,August to September,2335
Narail,Kharif 2,Cauliflower,1625,77.76000000000002,48.440000000000005,19.79,6.250000000000001,19.0,8.0,30,77.5,85,70,134.2247474747475,4.414858367495808,Sep,Nov to Jan,Feb,7457
Kishoreganj,Rabi,Cheena,117,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,180.2214438983488,1.5369586951437617,Nov,Dec to Feb,Feb to April,97
Khagrachari,Rabi,Boro,14700,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,205.9679374510887,1.4360958751070312,Nov,Dec to March,April,22465
Brahmanbaria,Kharif 2,Gram,3108,38.86941366591415,64.19191482024249,79.3170316150806,7.366128423070299,27.195869206416283,20.550105770441704,35,34.12691753858132,33,35,189.00483090632395,2.645129880036715,Aug,Sep to Oct,Nov,0
Bagerhat,Kharif 2,Motor,132,26.18430689054093,43.75282680967674,18.576765122730446,6.751850983735107,22.36750163319793,15.0,30,82.09519172043471,90,75,128.04239191242505,0.3191489362,Oct,Nov to March,March to April,51
Gopalganj,Kharif 2,Barbati,0,17.391176690230633,70.19200890497962,21.475560076500887,5.740044825016458,25.297643376728693,19.627801898373065,30,72.39172892476162,71,73,158.26390551791727,0.897094148351498,Sep,Oct to Dec,December to April,0
Jhenaidah,Kharif 2,Cucumber,546,103.15210094554007,16.364819510990632,54.01409428759342,6.540524462692972,27.053499467255346,18.0,35,75.48712442502502,90,60,145.88780082207728,3.314442413,Sep,Nov to March,March to jun,1804
Netrokona,Rabi,Cheena,7,79.89,47.58,39.87,6.43,21.0,17.0,25,62.5,85,40,181.08838383838383,1.815074266967864,Nov,Dec to Feb,Feb to April,3
Bhola,Kharif 2,Cauliflower,0,78.32955044931809,47.23766778926904,20.48984619183793,6.266970444674193,18.707319065371106,8.077070365620974,30,78.73019148865981,78,80,182.3105474542214,1.8595523232801965,Sep,Nov to Jan,Feb,0
Khulna,Rabi,Danta Shak,631,74.70019680705762,51.70813602931288,16.31746298589268,6.346293503953332,23.866123554752257,18.0,32,79.23143085008864,85,75,141.83260966903012,1.287625418,March,April to Aug,Sep,729
Netrokona,Kharif 2,Arhar,1734,21.62078804635016,71.21646071360456,19.570905988751292,5.784015716576121,27.89824459854226,26.513095937514336,30,33.6589161378672,33,35,179.10417231633176,-1.4281624083139686,Aug,Sep to Oct,Nov,2270
Sherpur,Rabi,Karala,0,99.37578291537905,16.827604752406806,51.40244509578496,6.492484901370644,25.247280951944287,23.770222965638986,27,88.3092217398093,87,89,183.80662434200204,4.155630848510821,Feb,March to July,Aug to Sep,7740
Faridpur,Kharif 2,Motor,0,16.239657122180926,48.590918129291566,19.4870768784946,6.82756358397225,22.031528655760894,15.20063509015564,30,82.25544232899941,81,83,157.52259541944747,2.3674577122467992,Oct,Nov to March,March to April,11142
Sylhet,Kharif 1,Safeda,4546,17.73446869725964,29.47247355551873,34.426267959698926,5.779331623980295,24.139282107619714,9.895026059360822,38,69.36671947532255,68,70,336.22284257072556,4.593090864630169,April,No need to do,Jan to March,0
Madaripur,Kharif 1,Dalim,0,19.798806408177356,19.657852667823313,37.839131236786095,6.416871540748617,21.09560530453877,5.118289367214846,38,82.76199946563862,82,84,156.80868567036526,7.303615044875319,April,No need to do,Throuout The year,0
Netrokona,Rabi,Danta Shak,7800,77.20967865314765,49.46181334777412,19.299364058436424,6.274967504761265,25.603476490328223,18.05929285236035,32,78.4836169726567,77,79,187.13939252636428,2.294784870629596,March,April to Aug,Sep,0
Manikganj,Kharif 1,Beans,1161,17.45613974115811,66.15845343871423,18.92771540837874,5.754767926869813,15.828966732039364,10.155242715584102,22,67.64927862035651,67,69,175.09059780859755,2.3504991962204116,June,July to Nov,Nov to April,0
Netrokona,Kharif 1,Mukhi Kachu,140,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,181.08838383838383,5.393155547495226,April,May to Sep,Sep to Feb,759
Tangail,Kharif 1,Kakrol,179,97.26605218907905,17.076274416666863,45.51487774118898,6.424160988040472,23.586435576330423,20.0,30,72.63595393920284,85,60,169.64182483509816,2.149484536,April,May to July,July to Sep,445
Moulvibazar,Kharif 1,Green Coconut,2624,20.21684085406155,18.856066703357428,31.17485920166088,5.956608871728378,25.33510342273285,19.12560259660848,30,70.59077972058893,70,72,336.4613583632372,17.369578786197977,May,June to August,August to September,11355
Mymensingh,Kharif 2,Jamrul,5387,17.966644558120667,28.706887591254194,29.513487122868863,5.785694715640148,29.726688246268967,24.959486602737716,35,79.3253777282806,78,80,186.22016232380128,6.172665717531835,June,July to August,June  to September,4638
Chapai Nawabganj,Kharif 1,Safeda,0,17.27591549158494,29.012780566475286,31.42236910116074,5.775747193061468,23.494764888436315,10.585672099313243,38,70.20267454809837,69,71,123.21345264760141,0.8153130698514887,April,No need to do,Jan to March,4119
Natore,Rabi,Danta Shak,0,75.26091259319136,45.530460738301876,17.980024352944195,6.234571534731131,25.03725020986123,17.97796033958897,32,79.96195068347448,79,81,124.74937241857859,0.9585230255238666,March,April to Aug,Sep,8497
Panchagar,Kharif 1,Mukhi Kachu,1312,78.81709353204894,45.62043899204719,17.524881807114763,6.324264115712951,11.922656382473477,8.0,15,76.68554576924569,90,65,148.24792796103105,3.237931034,April,May to Sep,Sep to Feb,3783
Khulna,Kharif 2,Sugarcane,4626,79.50815194711431,45.720640088888935,19.283734187288808,6.254702495302427,29.44886907784747,19.937817472472368,38,63.83155273126842,63,65,141.9125514913701,12.668534886631612,Oct,Nov to Aug,Aug to Sep,129
CoxsBazar,Kharif 1,Dalim,0,16.06231574944326,17.661542933043684,40.09335642800989,6.4421915817510635,21.254622136298682,4.804385631161328,38,81.55541027828994,81,83,310.1961159475167,1.1449587675022181,April,No need to do,Throuout The year,0
Bogura,Kharif 1,Kolmi Shak,51,77.76,48.44,19.79,6.25,27.5,20.0,35,90.0,100,80,144.52162420981261,1.0555108257846455,March,April to Aug,Sep to Oct,55
Sherpur,Rabi,Danta,989,75.97537902271063,51.05243039524109,23.971268948896416,6.293591019372037,25.496726217138992,18.0,32,79.80698562312338,85,75,181.81708811247466,4.837714286,March,April to Aug,Sep,3462
Nilphamari,Kharif 2,Sugarcane,0,82.6232342967254,48.7914998223629,21.551146077260082,6.219061511472496,29.24211690560667,20.058504122647875,38,64.68368837372307,64,66,174.6641129118339,22.500812721566607,Oct,Nov to Aug,Aug to Sep,19314
Magura,Kharif 2,Garlic,1012,77.76,48.44,19.79,6.25,25.0,20.0,30,67.5,70,65,134.2247474747475,2.7238616032867267,Oct,Nov to Jan,Feb,3092
Jhenaidah,Kharif 1,Dalim,0,19.40350745944601,18.159858621690184,40.32226700393584,6.451565430837638,21.272116146303823,5.451622097699974,38,81.76024749067798,81,83,136.28067508879323,3.792252937101942,April,No need to do,Throuout The year,0
Meherpur,Kharif 1,Green Coconut,914,21.98,16.93,30.590000000000003,5.98,25.0,20.0,30,70.0,80,60,129.44444444444446,12.256324214915924,May,June to August,August to September,11820
Narsingdi,Kharif 2,Mug,5384,27.381406735014355,46.66485521499889,16.680654194574018,6.715367720426096,29.830287747592706,25.316516821897455,35,69.73004999050114,69,71,181.26416149385108,-0.35196884360353686,Feb,March to May,May,0
Lalmonirhat,Kharif 2,Carrot,4848,81.43145721880195,50.08290454346411,25.178693350950844,6.261040000897886,18.223229204737375,14.712593878414822,21,66.36778968110298,65,67,180.38287869094242,7.019386284825449,Oct,Nov to Feb,March,12415
Pabna,Kharif 2,Green Palmyra,99,20.2594679907841,15.65922709889395,29.63621078720774,5.966491750041684,28.583012509336776,25.0,35,76.94306441100434,90,60,109.80931341001579,12.64705882,April,No need to do,May,1222
Rangpur,Kharif 1,Wood Apple,0,18.60244075047265,24.89735124249725,28.88041785630325,5.745847810705624,24.983393369909248,19.989488650080542,30,68.31034323027993,67,69,172.33169660322935,3.3839728924758923,May,June to August,August to September,0
Jhenaidah,Kharif 2,Aman,289579,82.19045810644461,46.701317195236584,42.833098043862634,6.3859841166547495,25.08694968754329,12.0,40,73.70499620506627,85,60,122.82956447059654,1.369529119,June,July to  Oct,Nov to Dec,319437
CoxsBazar,Kharif 2,Jamrul,7172,23.96358776066414,27.619185769401522,27.67334120788113,5.781367756811035,29.964139782066905,25.17159956989748,35,79.3179461069082,78,80,303.54163086906635,-0.017538481110365156,June,July to August,June  to September,0
Pabna,Kharif 1,Aus,60935,79.46233468420776,48.535023367893395,41.84715741789009,6.406092819840214,26.422796435191536,11.887561384525993,40,72.76832832015758,72,74,116.72384654084277,2.0592306300851106,March,April to july,Aug,44298
Narail,Kharif 1,Malta,0,25.91415300150821,18.151566272274025,12.472908324283402,7.03743428195172,27.107630727284025,20.395129829858032,35,85.35414185880654,84,86,133.6790228238871,1.369541181314649,June,June to August,August to September,1059
Jhallokati,Rabi,Ginger,0,80.2078554812521,48.34242786379621,20.577119223536535,6.239033992462729,20.067642196736017,15.080938959370815,25,67.94302109849254,67,69,175.53702678066813,2.8196029215325438,Oct,Nov to March,March to April,10689
Jhenaidah,Kharif 1,Lady’s Finger,3913,53.17614497857961,53.15926571270105,49.89577207422135,6.4651165084345354,20.00734286439408,9.686034492233219,30,79.59659944896774,79,81,132.02776703078732,2.1545646370357683,April,May to June,June to Sep,0
Jhallokati,Kharif 1,Dalim,6084,17.016471027139776,18.807818403492675,42.846250020450704,6.451889090754256,21.468505262836516,4.760760295419161,38,84.00797030615213,83,85,171.58866373627555,2.8742353608312623,April,No need to do,Throuout The year,14366
Naogaon,Rabi,Sesame,1230,117.77,46.24,19.56,6.91,31.0,27.0,35,45.0,50,40,124.92,0.4095318114344177,Nov,Dec to Jan,Feb,494
Dinajpur,Kharif 2,Radish,1165,78.50853600416102,47.29859965173308,22.504038283103615,6.332665395076664,14.588923835554986,10.0,22,87.58085055797235,95,75,159.0277902560946,3.336589031,Oct,Nov to Feb,March,4904
Kurigram,Kharif 1,Mukhi Kachu,489,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,179.6013888888889,4.2397927354386065,April,May to Sep,Sep to Feb,2066
Manikganj,Rabi,Chili,6710,81.03233344701707,48.07106896626841,17.640544827562227,6.258041723562127,22.53126927930694,13.870000427014944,30,60.44099232254926,59,61,170.56824069363117,6.102888801616334,Oct,Nov to March,March to April,51488
Jhallokati,Kharif 1,Aus,38324,86.39502766171648,48.75166179792374,39.11268781284074,6.4399483230486085,26.364704532239124,12.089881776739034,40,72.84244488887025,72,74,173.21812434209988,0.6777938757437831,March,April to july,Aug,32095
