District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production
Pabna,Kharif 2,Black Berry,196,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,124.92,4.219387755,June,July to August,June  to September,827
Panchagar,Kharif 2,Black Berry,78,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,154.21843434343435,6.346153846,June,July to August,June  to September,495
Patuakhali,Kharif 2,Black Berry,144,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,207.8076923076923,1.354166667,June,July to August,June  to September,195
Pirojpur,Kharif 2,Black Berry,75,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,175.42564102564103,1.266666667,June,July to August,June  to September,95
Rajbari,Kharif 2,Black Berry,258,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,155.864898989899,11.76744186,June,July to August,June  to September,3036
Rajshahi,Kharif 2,Black Berry,138,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,124.92,4.101449275,June,July to August,June  to September,566
Rangamati,Kharif 2,Black Berry,374,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,204.11111111111111,1.454545455,June,July to August,June  to September,544
Rangpur,Kharif 2,Black Berry,52,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,179.6013888888889,16.23076923,June,July to August,June  to September,844
Satkhira,Kharif 2,Black Berry,561,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,140.35353535353536,3.251336898,June,July to August,June  to September,1824
Shariatpur,Kharif 2,Black Berry,164,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,155.864898989899,2.445121951,June,July to August,June  to September,401
Sherpur,Kharif 2,Black Berry,237,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,181.08838383838383,3.383966245,June,July to August,June  to September,802
Sirajganj,Kharif 2,Black Berry,56,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,142.85416666666666,10.75,June,July to August,June  to September,602
Sunamganj,Kharif 2,Black Berry,453,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,333.72557471264366,7.545253863,June,July to August,June  to September,3418
Sylhet,Kharif 2,Black Berry,361,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,333.72557471264366,0.811634349,June,July to August,June  to September,293
Tangail,Kharif 2,Black Berry,80,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,153.4104938271605,6.3875,June,July to August,June  to September,511
Thakurgaon,Kharif 2,Black Berry,46,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,154.21843434343435,11.06521739,June,July to August,June  to September,509
Bagerhat,Rabi,Boro,145439,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,144.96843434343435,1.847881242,Nov,Dec to March,April,268754
Bandarban,Rabi,Boro,15427,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,243.94444444444446,1.563233292,Nov,Dec to March,April,24116
Barguna,Rabi,Boro,17220,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,207.8076923076923,1.317073171,Nov,Dec to March,April,22680
Barishal,Rabi,Boro,130120,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,1.61278051,Nov,Dec to March,April,209855
Bhola,Rabi,Boro,93653,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.23090277777777,1.548791817,Nov,Dec to March,April,145049
Bogura,Rabi,Boro,457983,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.571584535,Nov,Dec to March,April,719759
Brahmanbaria,Rabi,Boro,276814,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131314,1.86520913,Nov,Dec to March,April,516316
Chandpur,Rabi,Boro,150393,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,168.796875,1.659046631,Nov,Dec to March,April,249509
Chapai Nawabganj,Rabi,Boro,118339,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.802803809,Nov,Dec to March,April,213342
Chattogram,Rabi,Boro,155621,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,243.94444444444446,1.620880215,Nov,Dec to March,April,252243
Chuadanga,Rabi,Boro,82100,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.524445798,Nov,Dec to March,April,125157
CoxsBazar,Rabi,Boro,128735,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,303.40277777777777,1.600504913,Nov,Dec to March,April,206041
Cumilla,Rabi,Boro,369206,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131314,1.784729934,Nov,Dec to March,April,658933
Dhaka,Rabi,Boro,110401,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.864394344,Nov,Dec to March,April,205831
Dinajpur,Rabi,Boro,429961,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.655352462,Nov,Dec to March,April,711737
Faridpur,Rabi,Boro,56903,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.868056166,Nov,Dec to March,April,106298
Feni,Rabi,Boro,66737,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,248.1727642276423,1.47762111,Nov,Dec to March,April,98612
Gaibandha,Rabi,Boro,321264,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.630549953,Nov,Dec to March,April,523837
Gazipur,Rabi,Boro,146748,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.755812686,Nov,Dec to March,April,257662
Gopalganj,Rabi,Boro,183726,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.994410154,Nov,Dec to March,April,366425
Habiganj,Rabi,Boro,295677,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.479824268,Nov,Dec to March,April,437550
Jamalpur,Rabi,Boro,322186,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.711852781,Nov,Dec to March,April,551535
Jashore,Rabi,Boro,388502,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.809630324,Nov,Dec to March,April,703045
Jhallokati,Rabi,Boro,26405,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,1.516265859,Nov,Dec to March,April,40037
Jhenaidah,Rabi,Boro,197602,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.720068623,Nov,Dec to March,April,339889
Joypurhat,Rabi,Boro,169581,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.645367111,Nov,Dec to March,April,279023
Khagrachari,Rabi,Boro,26856,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,204.11111111111111,1.548555258,Nov,Dec to March,April,41588
Khulna,Rabi,Boro,142077,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,144.96843434343435,1.712261661,Nov,Dec to March,April,243273
Kishoreganj,Rabi,Boro,403798,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.720010996,Nov,Dec to March,April,694537
Kurigram,Rabi,Boro,276736,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.607156279,Nov,Dec to March,April,444758
Kushtia,Rabi,Boro,86620,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.725202032,Nov,Dec to March,April,149437
Lakshmipur,Rabi,Boro,76552,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131314,1.571219563,Nov,Dec to March,April,120280
Lalmonirhat,Rabi,Boro,114112,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.681689919,Nov,Dec to March,April,191901
Madaripur,Rabi,Boro,80650,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,160.41666666666666,1.722083075,Nov,Dec to March,April,138886
Magura,Rabi,Boro,86301,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.535497851,Nov,Dec to March,April,132515
Manikganj,Rabi,Boro,118316,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.956793671,Nov,Dec to March,April,231520
Meherpur,Rabi,Boro,47938,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.607493012,Nov,Dec to March,April,77060
Moulvibazar,Rabi,Boro,138015,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.312603702,Nov,Dec to March,April,181159
Munshiganj,Rabi,Boro,56700,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.787407407,Nov,Dec to March,April,101346
Mymensingh,Rabi,Boro,645176,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.669687031,Nov,Dec to March,April,1077242
Naogaon,Rabi,Boro,458122,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.787063271,Nov,Dec to March,April,818693
Narail,Rabi,Boro,116842,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.849668783,Nov,Dec to March,April,216119
Narayanganj,Rabi,Boro,49627,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.741431076,Nov,Dec to March,April,86422
Narsingdi,Rabi,Boro,132083,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.603143478,Nov,Dec to March,April,211748
Natore,Rabi,Boro,148250,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.742569983,Nov,Dec to March,April,258336
Netrokona,Rabi,Boro,449438,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.668539376,Nov,Dec to March,April,749905
Nilphamari,Rabi,Boro,204505,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.762934892,Nov,Dec to March,April,360529
Noakhali,Rabi,Boro,166632,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131314,1.874573911,Nov,Dec to March,April,312364
Pabna,Rabi,Boro,134501,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.747830871,Nov,Dec to March,April,235085
Panchagar,Rabi,Boro,77506,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.550641241,Nov,Dec to March,April,120184
Patuakhali,Rabi,Boro,2655,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,207.8076923076923,1.324670433,Nov,Dec to March,April,3517
Pirojpur,Rabi,Boro,56336,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,1.710469327,Nov,Dec to March,April,96361
Rajbari,Rabi,Boro,32310,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.71999381,Nov,Dec to March,April,55573
Rajshahi,Rabi,Boro,161465,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.643080544,Nov,Dec to March,April,265300
Rangamati,Rabi,Boro,17437,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,204.11111111111111,1.615816941,Nov,Dec to March,April,28175
Rangpur,Rabi,Boro,326394,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.797211346,Nov,Dec to March,April,586599
Satkhira,Rabi,Boro,185546,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,140.35353535353536,1.593098207,Nov,Dec to March,April,295593
Shariatpur,Rabi,Boro,64104,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.880912268,Nov,Dec to March,April,120574
Sherpur,Rabi,Boro,225451,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.672864614,Nov,Dec to March,April,377149
Sirajganj,Rabi,Boro,347176,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.710895914,Nov,Dec to March,April,593982
Sunamganj,Rabi,Boro,546442,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.500594757,Nov,Dec to March,April,819988
Sylhet,Rabi,Boro,204408,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.225470627,Nov,Dec to March,April,250496
Tangail,Rabi,Boro,420470,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,153.4104938271605,1.74931862,Nov,Dec to March,April,735536
Thakurgaon,Rabi,Boro,144862,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.576106916,Nov,Dec to March,April,228318
Bagerhat,Rabi,Boroi,716,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,144.96843434343435,1.477653631,July,No need to do,February to March,1058
Bandarban,Rabi,Boroi,312,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,243.94444444444446,1.727564103,July,No need to do,February to March,539
Barguna,Rabi,Boroi,503,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,207.8076923076923,1.0,February,No need to do,February to March,503
Barishal,Rabi,Boroi,333,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,175.42564102564103,1.501501502,February,No need to do,February to March,500
Bhola,Rabi,Boroi,310,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,185.23090277777777,1.367741935,March,No need to do,February to March,424
Bogura,Rabi,Boroi,950,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,142.85416666666666,3.162105263,September,No need to do,February to March,3004
Brahmanbaria,Rabi,Boroi,350,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,185.75631313131314,3.294285714,August,No need to do,February to March,1153
Chandpur,Rabi,Boroi,200,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,168.796875,2.96,September,No need to do,February to March,592
Chapai Nawabganj,Rabi,Boroi,780,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,124.92,3.51025641,January,No need to do,February to March,2738
Chattogram,Rabi,Boroi,2186,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,243.94444444444446,1.838975297,October,No need to do,February to March,4020
Chuadanga,Rabi,Boroi,785,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,129.44444444444446,2.625477707,August,No need to do,February to March,2061
CoxsBazar,Rabi,Boroi,300,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,303.40277777777777,10.31666667,December,No need to do,February to March,3095
Cumilla,Rabi,Boroi,1526,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,185.75631313131314,2.81061599,November,No need to do,February to March,4289
Dhaka,Rabi,Boroi,700,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,169.94262295081967,2.237142857,June,No need to do,February to March,1566
Dinajpur,Rabi,Boroi,490,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,154.21843434343435,2.328571429,May,No need to do,February to March,1141
Faridpur,Rabi,Boroi,500,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,155.864898989899,1.396,July,No need to do,February to March,698
Feni,Rabi,Boroi,220,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,248.1727642276423,1.581818182,January,No need to do,February to March,348
Gaibandha,Rabi,Boroi,300,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,179.6013888888889,1.733333333,June,No need to do,February to March,520
Gazipur,Rabi,Boroi,300,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,169.94262295081967,1.99,August,No need to do,February to March,597
Gopalganj,Rabi,Boroi,503,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,155.864898989899,1.435387674,September,No need to do,February to March,722
Habiganj,Rabi,Boroi,181,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,333.72557471264366,3.049723757,January,No need to do,February to March,552
Jamalpur,Rabi,Boroi,950,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,181.08838383838383,2.788421053,May,No need to do,February to March,2649
Jashore,Rabi,Boroi,1100,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,134.2247474747475,3.161818182,September,No need to do,February to March,3478
Jhallokati,Rabi,Boroi,447,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,175.42564102564103,1.418344519,April,No need to do,February to March,634
Jhenaidah,Rabi,Boroi,700,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,134.2247474747475,3.067142857,October,No need to do,February to March,2147
Joypurhat,Rabi,Boroi,450,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,142.85416666666666,3.68,October,No need to do,February to March,1656
Khagrachari,Rabi,Boroi,332,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,204.11111111111111,2.262048193,February,No need to do,February to March,751
Khulna,Rabi,Boroi,550,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,144.96843434343435,1.967272727,November,No need to do,February to March,1082
Kishoreganj,Rabi,Boroi,470,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,181.08838383838383,3.391489362,October,No need to do,February to March,1594
Kurigram,Rabi,Boroi,120,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,179.6013888888889,3.333333333,July,No need to do,February to March,400
Kushtia,Rabi,Boroi,1400,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,129.44444444444446,2.250714286,December,No need to do,February to March,3151
Lakshmipur,Rabi,Boroi,265,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,185.75631313131314,2.505660377,March,No need to do,February to March,664
Lalmonirhat,Rabi,Boroi,200,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,179.6013888888889,1.15,August,No need to do,February to March,230
Madaripur,Rabi,Boroi,400,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,160.41666666666666,3.615,November,No need to do,February to March,1446
Magura,Rabi,Boroi,1300,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,134.2247474747475,1.868461538,January,No need to do,February to March,2429
Manikganj,Rabi,Boroi,371,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,169.94262295081967,2.142857143,December,No need to do,February to March,795
Meherpur,Rabi,Boroi,400,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,129.44444444444446,2.45,February,No need to do,February to March,980
Moulvibazar,Rabi,Boroi,390,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,333.72557471264366,4.907692308,February,No need to do,February to March,1914
Munshiganj,Rabi,Boroi,150,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,169.94262295081967,2.153333333,January,No need to do,February to March,323
Mymensingh,Rabi,Boroi,2032,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,181.08838383838383,3.146653543,June,No need to do,February to March,6394
Naogaon,Rabi,Boroi,600,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,124.92,4.838333333,November,No need to do,February to March,2903
Narail,Rabi,Boroi,600,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,134.2247474747475,2.08,March,No need to do,February to March,1248
Narayanganj,Rabi,Boroi,200,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,169.94262295081967,2.055,February,No need to do,February to March,411
Narsingdi,Rabi,Boroi,376,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,169.94262295081967,2.106382979,March,No need to do,February to March,792
Natore,Rabi,Boroi,900,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,124.92,3.328888889,December,No need to do,February to March,2996
Netrokona,Rabi,Boroi,361,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,181.08838383838383,6.202216066,July,No need to do,February to March,2239
Nilphamari,Rabi,Boroi,650,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,179.6013888888889,3.141538462,September,No need to do,February to March,2042
Noakhali,Rabi,Boroi,300,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,185.75631313131314,3.303333333,April,No need to do,February to March,991
Pabna,Rabi,Boroi,800,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,124.92,2.6125,February,No need to do,February to March,2090
Panchagar,Rabi,Boroi,220,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,154.21843434343435,2.204545455,October,No need to do,February to March,485
Patuakhali,Rabi,Boroi,201,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,207.8076923076923,2.656716418,May,No need to do,February to March,534
Pirojpur,Rabi,Boroi,81,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,175.42564102564103,7.530864198,June,No need to do,February to March,610
Rajbari,Rabi,Boroi,320,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,155.864898989899,1.675,April,No need to do,February to March,536
Rajshahi,Rabi,Boroi,2350,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,124.92,3.968510638,March,No need to do,February to March,9326
Rangamati,Rabi,Boroi,551,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,204.11111111111111,3.141560799,May,No need to do,February to March,1731
Rangpur,Rabi,Boroi,320,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,179.6013888888889,2.61875,November,No need to do,February to March,838
Satkhira,Rabi,Boroi,800,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,140.35353535353536,4.53375,April,No need to do,February to March,3627
Shariatpur,Rabi,Boroi,1200,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,155.864898989899,1.671666667,May,No need to do,February to March,2006
Sherpur,Rabi,Boroi,400,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,181.08838383838383,3.225,August,No need to do,February to March,1290
Sirajganj,Rabi,Boroi,350,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,142.85416666666666,3.965714286,April,No need to do,February to March,1388
Sunamganj,Rabi,Boroi,400,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,333.72557471264366,3.1075,March,No need to do,February to March,1243
Sylhet,Rabi,Boroi,680,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,333.72557471264366,3.192647059,April,No need to do,February to March,2171
Tangail,Rabi,Boroi,1370,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,153.4104938271605,2.239416058,June,No need to do,February to March,3068
Thakurgaon,Rabi,Boroi,150,20.07,27.18,29.92,5.77,20.0,15.0,25,60.0,70,50,154.21843434343435,3.706666667,December,No need to do,February to March,556
Bagerhat,Kharif 2,Cabbage,767,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,144.96843434343435,6.221642764,Sep,Oct to Jan,Feb,4772
Bandarban,Kharif 2,Cabbage,235,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,243.94444444444446,2.889361702,Sep,Oct to Jan,Feb,679
Barguna,Kharif 2,Cabbage,151,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,207.8076923076923,5.397350993,Sep,Oct to Jan,Feb,815
Barishal,Kharif 2,Cabbage,431,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,175.42564102564103,3.475638051,Sep,Oct to Jan,Feb,1498
Bhola,Kharif 2,Cabbage,307,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,185.23090277777777,3.267100977,Sep,Oct to Jan,Feb,1003
Bogura,Kharif 2,Cabbage,1056,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,142.85416666666666,6.039772727,Sep,Oct to Jan,Feb,6378
Brahmanbaria,Kharif 2,Cabbage,484,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,185.75631313131314,8.853305785,Sep,Oct to Jan,Feb,4285
Chandpur,Kharif 2,Cabbage,334,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,168.796875,4.329341317,Sep,Oct to Jan,Feb,1446
Chapai Nawabganj,Kharif 2,Cabbage,830,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,124.92,4.457831325,Sep,Oct to Jan,Feb,3700
Chattogram,Kharif 2,Cabbage,2025,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,243.94444444444446,5.399012346,Sep,Oct to Jan,Feb,10933
Chuadanga,Kharif 2,Cabbage,1686,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,129.44444444444446,4.898576512,Sep,Oct to Jan,Feb,8259
CoxsBazar,Kharif 2,Cabbage,313,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,303.40277777777777,3.766773163,Sep,Oct to Jan,Feb,1179
Cumilla,Kharif 2,Cabbage,1133,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,185.75631313131314,6.350397176,Sep,Oct to Jan,Feb,7195
Dhaka,Kharif 2,Cabbage,852,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,169.94262295081967,6.0,Sep,Oct to Jan,Feb,5112
Dinajpur,Kharif 2,Cabbage,2492,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,154.21843434343435,9.72070626,Sep,Oct to Jan,Feb,24224
Faridpur,Kharif 2,Cabbage,579,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,155.864898989899,2.813471503,Sep,Oct to Jan,Feb,1629
Feni,Kharif 2,Cabbage,92,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,248.1727642276423,6.141304348,Sep,Oct to Jan,Feb,565
Gaibandha,Kharif 2,Cabbage,492,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,179.6013888888889,6.048780488,Sep,Oct to Jan,Feb,2976
Gazipur,Kharif 2,Cabbage,933,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,169.94262295081967,7.663451233,Sep,Oct to Jan,Feb,7150
Gopalganj,Kharif 2,Cabbage,626,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,155.864898989899,5.707667732,Sep,Oct to Jan,Feb,3573
Habiganj,Kharif 2,Cabbage,539,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,333.72557471264366,7.779220779,Sep,Oct to Jan,Feb,4193
Jamalpur,Kharif 2,Cabbage,1267,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,181.08838383838383,8.429360695,Sep,Oct to Jan,Feb,10680
Jashore,Kharif 2,Cabbage,5009,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,134.2247474747475,4.941106009,Sep,Oct to Jan,Feb,24750
Jhallokati,Kharif 2,Cabbage,279,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,175.42564102564103,3.279569892,Sep,Oct to Jan,Feb,915
Jhenaidah,Kharif 2,Cabbage,1874,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,134.2247474747475,5.628601921,Sep,Oct to Jan,Feb,10548
Joypurhat,Kharif 2,Cabbage,396,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,142.85416666666666,6.929292929,Sep,Oct to Jan,Feb,2744
